"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"	"Absolute (rad/s)"
2.282330100E1	-1.991055679E1	-1.069108582E1	9.654911995E0	2.457533140E1
2.283325700E1	-1.868401337E1	-1.254100895E1	1.099459743E1	2.504496823E1
2.284321300E1	-1.707004738E1	-1.447613239E1	1.242453098E1	2.559909953E1
2.285317000E1	-1.500603962E1	-1.642285156E1	1.387470627E1	2.621829042E1
2.286312600E1	-1.245069885E1	-1.826198769E1	1.524776363E1	2.685171116E1
2.287308300E1	-9.394701004E0	-1.983657074E1	1.643554878E1	2.742037945E1
2.288303900E1	-5.920293331E0	-2.098339653E1	1.730842590E1	2.783764376E1
2.289299600E1	-2.153406858E0	-2.157617378E1	1.775160789E1	2.802299090E1
2.290295200E1	1.701687813E0	-2.154755592E1	1.772019005E1	2.794992027E1
2.291290800E1	5.436958790E0	-2.091899300E1	1.722169685E1	2.763605673E1
2.292286500E1	8.858890533E0	-1.978565025E1	1.632414055E1	2.713723387E1
2.293282100E1	1.184831619E1	-1.828766060E1	1.513832855E1	2.653281210E1
2.294277800E1	1.434168911E1	-1.656789970E1	1.378637981E1	2.588906363E1
2.295273400E1	1.634103966E1	-1.475813389E1	1.238455200E1	2.526280312E1
2.296269100E1	1.789755821E1	-1.295342827E1	1.101611233E1	2.468741835E1
2.297264700E1	1.909478760E1	-1.122044563E1	9.739477158E0	2.419435324E1
2.298260300E1	2.000498199E1	-9.594466209E0	8.587926865E0	2.379087166E1
2.299256000E1	2.067846298E1	-8.092096329E0	7.584409237E0	2.346495510E1
2.300251600E1	2.117753029E1	-6.722559452E0	6.731331348E0	2.321618867E1
2.301247300E1	2.154827690E1	-5.463253975E0	6.025640965E0	2.303223242E1
2.302242900E1	2.181512070E1	-4.303157806E0	5.463365555E0	2.289683431E1
2.303238600E1	2.199347115E1	-3.230855227E0	5.040844917E0	2.279388769E1
2.304234200E1	2.210811806E1	-2.247807026E0	4.855220318E0	2.274631145E1
2.305229800E1	2.105442047E1	1.085756063E0	8.663801193E0	2.279317746E1
2.306225500E1	2.024820137E1	3.939718246E0	1.162154388E1	2.367638741E1
2.307221100E1	1.469911957E1	-2.176749229E1	1.115279961E1	2.853546523E1
2.308216800E1	1.285498142E1	-3.451832581E1	3.867585421E0	3.703678686E1
2.309212400E1	1.051195240E1	-3.463219833E1	-6.494084358E0	3.677041523E1
2.310208100E1	6.825100899E0	-3.465785599E1	-7.910677433E0	3.619845026E1
2.311203700E1	2.185972631E-1	-3.302959442E1	-7.101578712E0	3.378511969E1
2.312199300E1	-2.833825827E0	-3.480243206E0	4.419750214E0	6.298956544E0
2.313195000E1	2.057228088E0	2.634793997E0	6.001857758E0	6.869979866E0
2.314190600E1	1.775185823E0	-1.561017036E-1	3.172141552E0	3.638424724E0
2.315186300E1	2.301786900E0	2.060395479E0	2.490575314E0	3.968175633E0
2.316181900E1	1.661681175E0	3.407065392E0	3.456144094E0	5.129737899E0
2.317177600E1	9.545112252E-1	3.779135466E0	3.901324749E0	5.514824688E0
2.318173200E1	3.024194241E-1	3.585311890E0	3.800085068E0	5.233217498E0
2.319168800E1	-4.989912808E-1	2.935774803E0	3.417600393E0	4.532963539E0
2.320164500E1	-9.191819429E-1	1.807674170E0	3.380861044E0	3.942436144E0
2.321160100E1	-1.189143777E0	4.647122696E-2	3.613661766E0	3.804572756E0
2.322155800E1	-1.232037902E0	-1.444448113E0	3.959318399E0	4.390962301E0
2.323151400E1	-8.960719109E-1	-1.778391838E0	4.401359558E0	4.830899332E0
2.324147100E1	-3.656359613E-1	-1.143818378E0	4.546261787E0	4.702181024E0
2.325142700E1	8.755561709E-2	-3.180594146E-1	4.491059303E0	4.503159051E0
2.326138300E1	2.876365185E-1	1.303524524E-1	4.473461628E0	4.484594236E0
2.327134000E1	3.708297014E-1	-1.653747857E-1	4.520110130E0	4.538310157E0
2.328129600E1	3.697175682E-1	-5.048269033E-1	4.440123081E0	4.483997576E0
2.329125300E1	2.028434575E-1	-1.280247927E0	4.286641598E0	4.478334111E0
2.330120900E1	-1.794927269E-1	-2.142818689E0	4.113915443E0	4.642002784E0
2.331116600E1	-6.568553448E-1	-2.444247484E0	3.859431267E0	4.615302201E0
2.332112200E1	-9.506992102E-1	-1.947798371E0	3.583688736E0	4.188146659E0
2.333107800E1	-9.144308567E-1	-5.756976604E-1	3.202273130E0	3.379669331E0
2.334103500E1	-3.704048395E-1	5.440603495E-1	3.220830679E0	3.287392838E0
2.335099100E1	-3.004448712E-1	7.154796720E-1	3.423426867E0	3.510274888E0
2.336094800E1	-8.600775599E-1	-8.469347656E-2	3.553495646E0	3.657080488E0
2.337090400E1	-1.293497682E0	-1.435775876E0	3.573830128E0	4.062862341E0
2.338086000E1	-1.331882119E0	-2.455973387E0	3.640287399E0	4.588835103E0
2.339081700E1	-1.441184640E0	-2.793250561E0	3.872661352E0	4.987661557E0
2.340077300E1	-1.824497938E0	-2.805587053E0	3.672264814E0	4.968464582E0
2.341072662E1	-2.095541000E0	-2.644528151E0	3.337924242E0	4.746215278E0
2.342068263E1	-2.078441381E0	-2.624277353E0	3.165505171E0	4.607295648E0
2.343063963E1	-1.880773783E0	-2.683523655E0	3.076821804E0	4.495046345E0
2.344059563E1	-1.825433612E0	-2.795864344E0	2.803306103E0	4.359769536E0
2.345055162E1	-2.036663055E0	-2.809260845E0	2.229378223E0	4.124326631E0
2.346050863E1	-2.488335133E0	-2.504221201E0	1.615242839E0	3.882260293E0
2.347046463E1	-3.025392771E0	-1.914993763E0	1.178968906E0	3.769637942E0
2.348042163E1	-3.438575268E0	-1.394409418E0	9.758338332E-1	3.836721148E0
2.349037762E1	-3.527534962E0	-1.069319010E0	1.039571881E0	3.829837561E0
2.350033463E1	-3.255815029E0	-5.794302225E-1	1.407885194E0	3.594191370E0
2.351029063E1	-2.824262381E0	-5.430755019E-2	1.892232537E0	3.399992835E0
2.352024663E1	-2.551978350E0	3.603679538E-1	1.982025266E0	3.251289392E0
2.353020362E1	-2.568153858E0	6.903256178E-1	1.532679915E0	3.069376390E0
2.354015963E1	-2.725327492E0	8.827397823E-1	8.520066142E-1	2.988737983E0
2.355011663E1	-2.538420200E0	3.053540587E-1	4.713765979E-1	2.599810399E0
2.356007263E1	-2.328397989E0	-1.919736862E-1	2.248773277E-1	2.347096271E0
2.357002962E1	-2.305248260E0	-9.583956599E-1	4.114236310E-2	2.496874942E0
2.357998563E1	-2.460731030E0	-1.824920297E0	-7.341670245E-2	3.064461013E0
2.358994163E1	-2.638867855E0	-2.436861277E0	-5.787875503E-2	3.592390066E0
2.359989862E1	-2.742528915E0	-3.062428236E0	9.054480493E-2	4.111949649E0
2.360985462E1	-2.831943989E0	-3.661366224E0	2.002308518E-1	4.633098507E0
2.361981163E1	-2.829419374E0	-4.018595219E0	5.217425823E-1	4.942361465E0
2.362976763E1	-2.858406067E0	-4.286637783E0	9.567247629E-1	5.240331192E0
2.363972362E1	-2.921850681E0	-4.426423550E0	1.521280289E0	5.517674380E0
2.364968062E1	-3.010729313E0	-4.434586525E0	2.153811455E0	5.776586572E0
2.365963663E1	-3.071820736E0	-4.350334167E0	2.636657953E0	5.942512530E0
2.366959363E1	-3.043936253E0	-4.183752060E0	2.965166569E0	5.963349897E0
2.367954962E1	-2.912889242E0	-3.929449320E0	3.155448914E0	5.820855052E0
2.368950662E1	-2.686236858E0	-3.519544840E0	3.189078569E0	5.456490306E0
2.369946263E1	-2.191803932E0	-1.435159922E0	2.925510883E0	3.927123936E0
2.370941863E1	-1.867185831E0	-2.886152267E-2	2.623054743E0	3.219880759E0
2.371937562E1	-1.811724424E0	4.018381834E-1	2.308676720E0	2.962061362E0
2.372933162E1	-1.643865705E0	6.379095316E-1	1.748639107E0	2.483336818E0
2.373928863E1	-1.440754652E0	3.644689023E-1	1.286290884E0	1.965491233E0
2.374924463E1	-1.382311344E0	3.934166580E-2	1.113779306E0	1.775622922E0
2.375920062E1	-1.490417123E0	-1.626883894E-1	1.282997370E0	1.973294951E0
2.376915762E1	-1.554386258E0	-1.311338693E-1	1.730984807E0	2.330154744E0
2.377911363E1	-1.529091001E0	1.231316850E-1	2.270630836E0	2.740263691E0
2.378907063E1	-1.571960330E0	2.745205164E-1	2.664434195E0	3.105741517E0
2.379902662E1	-1.597822309E0	2.685941756E-1	2.836238623E0	3.266409112E0
2.380898363E1	-1.755514264E0	3.728489578E-1	2.876968145E0	3.390839481E0
2.381893963E1	-1.883393645E0	7.500827909E-1	2.776435614E0	3.437788611E0
2.382889563E1	-1.713049531E0	1.328621984E0	2.753017664E0	3.504123475E0
2.383885262E1	-1.335529447E0	1.479189157E0	2.890403748E0	3.510850793E0
2.384880862E1	-9.552950859E-1	8.926633596E-1	3.154491901E0	3.414711661E0
2.385876563E1	-6.270695329E-1	-1.355834156E-1	3.472477913E0	3.531246510E0
2.386872163E1	-4.236099422E-1	-1.190999866E0	3.786117792E0	3.991567862E0
2.387867862E1	-4.267666042E-1	-1.909943938E0	3.964462042E0	4.421196090E0
2.388863463E1	-5.876517892E-1	-2.128768444E0	3.947535753E0	4.523276272E0
2.389859063E1	-7.711584568E-1	-1.742071033E0	3.802366018E0	4.252938300E0
2.390854763E1	-8.070225716E-1	-1.005470276E0	3.656421423E0	3.877070225E0
2.391850362E1	-7.414800525E-1	-4.855828285E-1	3.591572523E0	3.699321092E0
2.392846063E1	-5.599939823E-1	-2.543708980E-1	3.502904177E0	3.556492020E0
2.393841663E1	-2.618222237E-1	-1.322953105E-1	3.367621183E0	3.380373553E0
2.394837263E1	3.907583281E-2	1.412867196E-2	3.287555218E0	3.287817794E0
2.395832962E1	2.193265706E-1	1.761844307E-1	3.285886288E0	3.297907487E0
2.396828563E1	2.937418818E-1	4.045397043E-1	3.342670441E0	3.379849455E0
2.397824263E1	2.106206268E-1	9.003899097E-1	3.439909935E0	3.562027990E0
2.398819863E1	3.609432280E-2	1.575550795E0	3.599118233E0	3.929034889E0
2.399815562E1	-1.892613024E-1	2.166503668E0	3.789998531E0	4.369627770E0
2.400811163E1	-3.658899963E-1	2.577765226E0	3.976339340E0	4.752896338E0
2.401806763E1	-4.221793711E-1	2.716742754E0	4.107249737E0	4.942512217E0
2.402802463E1	-3.302382231E-1	2.450560093E0	4.146807671E0	4.828075798E0
2.403798062E1	-1.452177763E-1	1.992060781E0	4.135930538E0	4.592963724E0
2.404793763E1	1.482351273E-1	1.585862756E0	4.106886387E0	4.404934747E0
2.405789363E1	5.216090083E-1	1.330943704E0	4.120811462E0	4.361716888E0
2.406784963E1	9.125339389E-1	1.300339103E0	4.200358868E0	4.490725397E0
2.407780662E1	1.251978874E0	1.318875790E0	4.317976952E0	4.685275809E0
2.408776263E1	1.541905880E0	1.004527330E0	4.397834778E0	4.767336744E0
2.409771963E1	1.622076988E0	-2.808765275E-3	4.220609665E0	4.521580209E0
2.410767563E1	1.718963742E0	-1.139963865E0	4.020614624E0	4.518815765E0
2.411763262E1	1.676919103E0	-2.379395247E0	3.683235645E0	4.694656988E0
2.412758863E1	1.573545575E0	-3.381750584E0	3.314935684E0	4.990098323E0
2.413754463E1	1.316709757E0	-3.973710060E0	3.029237986E0	5.167240946E0
2.414750163E1	9.842417240E-1	-4.308681488E0	2.850507736E0	5.259169354E0
2.415745762E1	6.990302205E-1	-4.374901772E0	2.664165735E0	5.169737694E0
2.416741463E1	4.780205786E-1	-3.558197975E0	2.377175093E0	4.305837657E0
2.417737063E1	-4.571289718E-1	-8.315452933E-1	2.505501032E0	2.679173360E0
2.418732663E1	-1.426713705E0	1.611060023E0	2.514055729E0	3.309305456E0
2.419728362E1	-1.680281758E0	2.215909719E0	2.333129406E0	3.630026928E0
2.420723963E1	-1.483554959E0	2.071022987E0	2.113536596E0	3.310152334E0
2.421719663E1	-1.217396259E0	1.525077581E0	2.020364046E0	2.808876316E0
2.422715263E1	-8.729698658E-1	1.133926392E0	2.022870541E0	2.477876242E0
2.423710962E1	-4.289958477E-1	1.056946993E0	1.988896966E0	2.292789900E0
2.424706563E1	3.035534360E-2	1.086735249E0	1.947695136E0	2.230567482E0
2.425702163E1	5.261845589E-1	1.065484524E0	1.939024925E0	2.274191092E0
2.426697863E1	9.777848125E-1	1.108891129E0	1.939274549E0	2.438542281E0
2.427693462E1	1.292567015E0	1.363771558E0	1.896567225E0	2.669750848E0
2.428689163E1	1.341271400E0	1.644073725E0	1.810169935E0	2.789032552E0
2.429684763E1	1.193078160E0	1.953304291E0	1.659759402E0	2.827301615E0
2.430680363E1	9.781571031E-1	2.324667454E0	1.515766501E0	2.942519019E0
2.431676062E1	8.078263998E-1	2.646858692E0	1.378342390E0	3.091645544E0
2.432671663E1	6.572198868E-1	2.734299660E0	1.235882282E0	3.071764578E0
2.433667363E1	4.373421073E-1	2.516277790E0	1.174764156E0	2.811226220E0
2.434662963E1	2.383377999E-1	1.955984712E0	1.180016398E0	2.296762896E0
2.435658662E1	2.116707712E-1	1.333175182E0	1.166565061E0	1.784106113E0
2.436654263E1	3.675052524E-1	9.038556814E-1	1.213199854E0	1.556877994E0
2.437649863E1	4.908671379E-1	5.877344608E-1	1.388200164E0	1.585396492E0
2.438645563E1	5.258385539E-1	4.730991125E-1	1.461805820E0	1.623947417E0
2.439641162E1	4.940856695E-1	5.284691453E-1	1.307917476E0	1.494673345E0
2.440636863E1	5.536584258E-1	5.154372454E-1	9.359113574E-1	1.203388248E0
2.441632767E1	6.174147725E-1	3.578201234E-1	4.700129330E-1	8.544872142E-1
2.442628367E1	5.732466578E-1	1.507482082E-1	1.008897647E-1	6.012615884E-1
2.443624067E1	4.913491011E-1	1.478946358E-1	-8.309765160E-2	5.198095633E-1
2.444619667E1	4.254273176E-1	3.726560771E-1	-2.224849612E-1	6.077503701E-1
2.445615367E1	4.026993811E-1	6.751888394E-1	-3.623349965E-1	8.656404624E-1
2.446610967E1	4.205167890E-1	8.167627454E-1	-3.947379291E-1	9.998768848E-1
2.447606667E1	5.289663076E-1	7.478446364E-1	-3.618833125E-1	9.849043033E-1
2.448602267E1	1.082443595E0	3.228897750E-1	-1.739196777E-1	1.142886695E0
2.449597867E1	1.594057083E0	4.097027183E-1	7.214682549E-2	1.647446347E0
2.450593567E1	1.870809674E0	5.078134537E-1	2.414914072E-1	1.953489555E0
2.451589167E1	1.836350322E0	4.592201412E-1	3.759142160E-1	1.929864539E0
2.452584867E1	1.588553071E0	4.763829410E-1	4.648665488E-1	1.722365372E0
2.453580467E1	1.375623226E0	6.638234258E-1	4.966742992E-1	1.606140143E0
2.454576067E1	1.292557001E0	8.157143593E-1	5.510684252E-1	1.624736879E0
2.455571767E1	1.220691323E0	8.684287071E-1	6.020415425E-1	1.614530813E0
2.456567367E1	1.048170447E0	7.995748520E-1	5.780510306E-1	1.439487487E0
2.457563067E1	8.084694147E-1	6.253252625E-1	4.901919961E-1	1.133553118E0
2.458558667E1	5.301092863E-1	2.784041464E-1	3.956784308E-1	7.176950221E-1
2.459554367E1	2.565457225E-1	-1.702654958E-1	3.321082294E-1	4.528817978E-1
2.460549967E1	8.692044765E-2	-3.054638207E-1	3.714529872E-1	4.887132407E-1
2.461545567E1	-1.740408875E-2	-2.061414719E-1	4.669129252E-1	5.106905996E-1
2.462541267E1	-8.817139268E-2	-5.737241730E-2	6.089423895E-1	6.179616675E-1
2.463536867E1	-1.352749914E-1	1.850077212E-1	7.501519918E-1	7.843820441E-1
2.464532567E1	-1.518885344E-1	4.161089957E-1	8.451793194E-1	9.542247665E-1
2.465528167E1	-1.265229881E-1	5.845172405E-1	8.710708618E-1	1.056613892E0
2.466523767E1	-3.129037097E-2	7.328232527E-1	9.056743383E-1	1.165441982E0
2.467519467E1	1.573847383E-1	8.411241770E-1	9.365467429E-1	1.268613274E0
2.468515067E1	3.694996238E-1	9.005475044E-1	9.592421055E-1	1.366624014E0
2.469510767E1	5.024887919E-1	8.876636624E-1	9.988142848E-1	1.427610500E0
2.470506367E1	5.501533747E-1	8.442871571E-1	1.053948760E0	1.458182954E0
2.471501967E1	5.268589854E-1	8.049190044E-1	1.092783213E0	1.455901832E0
2.472497667E1	4.395152330E-1	7.520556450E-1	1.041739702E0	1.357933334E0
2.473493267E1	2.818009555E-1	7.221150994E-1	9.152994752E-1	1.199431167E0
2.474488967E1	5.315030739E-2	6.786404848E-1	7.698342800E-1	1.027629642E0
2.475484567E1	-1.084804088E-1	5.565353036E-1	5.767393708E-1	8.087817042E-1
2.476480267E1	-3.060133457E-1	3.241360188E-1	4.700034559E-1	6.477743241E-1
2.477475867E1	-4.738798440E-1	-4.430832714E-2	4.286237955E-1	6.405026873E-1
2.478471467E1	-5.772578120E-1	-4.460490644E-1	4.269042015E-1	8.452417090E-1
2.479467167E1	-4.209374487E-1	-9.489116669E-1	5.363606811E-1	1.168462437E0
2.480462767E1	-1.557556838E-1	-7.745847106E-1	6.072604060E-1	9.964971187E-1
2.481458467E1	1.007610485E-1	-1.365941018E-1	6.859956980E-1	7.066829807E-1
2.482454067E1	2.813609838E-1	1.935661733E-1	7.799402475E-1	8.514332953E-1
2.483449667E1	3.610102534E-1	3.541651666E-1	9.099475145E-1	1.041040752E0
2.484445367E1	3.466556072E-1	3.342764676E-1	9.816774726E-1	1.093435653E0
2.485440967E1	2.629335523E-1	-8.025465906E-2	8.329822421E-1	8.771740300E-1
2.486436667E1	9.129672498E-2	-5.202251077E-1	6.185624599E-1	8.133810740E-1
2.487432267E1	2.812494710E-2	-6.365022063E-1	6.051752567E-1	8.787281506E-1
2.488427967E1	5.559159070E-2	-4.424503446E-1	6.164445877E-1	7.608263022E-1
2.489423567E1	8.431697637E-2	-2.523424625E-1	5.379527211E-1	6.001493156E-1
2.490419167E1	9.083209932E-2	-1.418495774E-1	4.119948149E-1	4.450971808E-1
2.491414867E1	1.045870222E-2	1.014488265E-1	3.513157368E-1	3.658196219E-1
2.492410467E1	-1.240624636E-1	4.266213477E-1	3.630470932E-1	5.737599333E-1
2.493406167E1	-2.113571465E-1	5.831882954E-1	3.847917914E-1	7.299624333E-1
2.494401767E1	-2.551649511E-1	6.524948478E-1	3.762725890E-1	7.952607999E-1
2.495397367E1	-3.067013621E-1	6.014319062E-1	3.829653859E-1	7.761755924E-1
2.496393067E1	-2.928032875E-1	6.061751246E-1	3.310562670E-1	7.501868426E-1
2.497388667E1	-2.373882085E-1	6.455672383E-1	3.119201362E-1	7.552512113E-1
2.498384367E1	-1.950014681E-1	5.964587331E-1	3.618875444E-1	7.243971201E-1
2.499379967E1	-1.813096255E-1	4.640940428E-1	4.790692925E-1	6.912046353E-1
2.500375667E1	-1.372493356E-1	4.446345270E-1	5.318306088E-1	7.066689743E-1
2.501371267E1	-1.200082898E-1	5.017154217E-1	5.768843889E-1	7.738966030E-1
2.502366867E1	-1.212715656E-1	5.364787579E-1	6.137264371E-1	8.241215868E-1
2.503362567E1	-1.262447536E-1	5.602426529E-1	6.183606386E-1	8.439072504E-1
2.504358167E1	-1.601228863E-1	6.241179705E-1	6.029327512E-1	8.824344068E-1
2.505353867E1	-2.064389884E-1	6.691466570E-1	5.596588254E-1	8.964331014E-1
2.506349467E1	-2.202619910E-1	6.479939818E-1	5.111798644E-1	8.542343935E-1
2.507345067E1	-1.918058395E-1	6.101001501E-1	4.910255969E-1	8.062988342E-1
2.508340767E1	-1.186052039E-1	5.646494031E-1	5.121425986E-1	7.714831068E-1
2.509336367E1	-2.071166411E-2	5.616461635E-1	5.597207546E-1	7.931977743E-1
2.510332067E1	8.281978965E-2	5.746213198E-1	6.241053343E-1	8.523826881E-1
2.511327667E1	1.674095094E-1	5.797883868E-1	6.946204901E-1	9.201511520E-1
2.512323267E1	2.302768826E-1	5.967050791E-1	7.509633899E-1	9.864230365E-1
2.513318967E1	2.865388393E-1	6.580214500E-1	7.929508090E-1	1.069517518E0
2.514314567E1	3.383874297E-1	7.166569233E-1	8.333374262E-1	1.150023680E0
2.515310267E1	4.179522991E-1	7.491298914E-1	8.592409492E-1	1.214155973E0
2.516305867E1	5.040555596E-1	7.927767038E-1	8.827649355E-1	1.289124059E0
2.517301567E1	5.755705237E-1	9.107222557E-1	8.997809887E-1	1.403674564E0
2.518297167E1	6.289978623E-1	1.045657635E0	8.831810355E-1	1.506335601E0
2.519292767E1	6.298018694E-1	1.089281797E0	8.242913485E-1	1.504207916E0
2.520288467E1	5.905973315E-1	1.021194100E0	7.083573937E-1	1.376013371E0
2.521284067E1	4.989984632E-1	9.246817827E-1	5.783836842E-1	1.199401331E0
2.522279767E1	3.681534231E-1	8.354771137E-1	4.626543522E-1	1.023527235E0
2.523275367E1	2.099283785E-1	7.782726884E-1	3.727212548E-1	8.880875156E-1
2.524270967E1	6.839247793E-2	6.867619157E-1	3.121773005E-1	7.574787963E-1
2.525266667E1	-4.147144407E-2	5.409247875E-1	2.790872753E-1	6.100895128E-1
2.526262267E1	-1.251973212E-1	3.583854437E-1	2.716266215E-1	4.667927988E-1
2.527257967E1	-1.921228319E-1	1.686533093E-1	2.834236026E-1	3.816858129E-1
2.528253567E1	-2.511215508E-1	1.597898826E-2	3.202480674E-1	4.072790027E-1
2.529249167E1	-3.007476926E-1	-8.067218959E-2	3.823913336E-1	4.931331552E-1
2.530244867E1	-3.133465052E-1	-1.660753489E-1	4.468889236E-1	5.705057089E-1
2.531240467E1	-2.816666067E-1	-2.455752343E-1	4.940516353E-1	6.194596769E-1
2.532236167E1	-2.511686981E-1	-2.591497898E-1	5.328245163E-1	6.435419906E-1
2.533231767E1	-2.259408534E-1	-1.957140863E-1	5.559122562E-1	6.311827861E-1
2.534227467E1	-1.928194761E-1	-1.096623614E-1	5.601677299E-1	6.024890617E-1
2.535223067E1	-1.502131522E-1	-3.487147391E-2	5.547367334E-1	5.757715295E-1
2.536218667E1	-1.141419113E-1	2.528140321E-2	5.424621701E-1	5.549168688E-1
2.537214367E1	-8.559788764E-2	6.715002656E-2	5.180993080E-1	5.293987320E-1
2.538209967E1	-6.176828220E-2	9.625948220E-2	4.971689582E-1	5.101550564E-1
2.539205667E1	-3.159786388E-2	1.315852404E-1	4.782698452E-1	4.970464217E-1
2.540201267E1	-3.022180870E-3	1.604611576E-1	4.592247307E-1	4.864609645E-1
2.541196475E1	1.569717936E-2	1.739692539E-1	4.234994948E-1	4.581086387E-1
2.542192175E1	4.830079153E-3	1.703666300E-1	3.877749741E-1	4.235770872E-1
2.543187775E1	-3.986015916E-2	1.363143921E-1	3.449172378E-1	3.730125289E-1
2.544183475E1	-1.103332639E-1	6.149528176E-2	3.140040636E-1	3.384577533E-1
2.545179075E1	-1.714911610E-1	-4.697579890E-2	3.039231896E-1	3.521153919E-1
2.546174775E1	-2.097903490E-1	-1.718718708E-1	3.076928854E-1	4.101546565E-1
2.547170375E1	-2.321843356E-1	-2.812604010E-1	3.082886338E-1	4.775550865E-1
2.548165975E1	-2.348481864E-1	-3.503176570E-1	3.094032705E-1	5.230741011E-1
2.549161675E1	-2.171552181E-1	-3.715704978E-1	3.012571931E-1	5.253350549E-1
2.550157275E1	-1.971976012E-1	-3.520634770E-1	3.041921556E-1	5.053399384E-1
2.551152975E1	-1.682136208E-1	-2.940574288E-1	3.177612126E-1	4.644758141E-1
2.552148575E1	-1.281010062E-1	-2.160892487E-1	3.317565024E-1	4.161331614E-1
2.553144175E1	-7.319940627E-2	-1.328755766E-1	3.403454423E-1	3.726245993E-1
2.554139875E1	-2.425968833E-2	-4.445992410E-2	3.468733132E-1	3.505514409E-1
2.555135475E1	1.855515316E-2	3.099488840E-2	3.437933624E-1	3.456860611E-1
2.556131175E1	6.224010885E-2	7.786925882E-2	3.311534524E-1	3.458324185E-1
2.557126775E1	1.155922785E-1	9.007639438E-2	3.014751971E-1	3.352053492E-1
2.558122375E1	1.674244404E-1	1.006684154E-1	2.601401508E-1	3.253274829E-1
2.559118075E1	2.108073384E-1	1.103599295E-1	2.087384611E-1	3.165292926E-1
2.560113675E1	2.311919481E-1	9.832103550E-2	1.585608125E-1	2.970829415E-1
2.561109375E1	2.349435538E-1	6.436573714E-2	1.173859388E-1	2.704087281E-1
2.562104975E1	2.329829931E-1	2.932500467E-2	1.098406687E-1	2.592412072E-1
2.563100675E1	2.107530534E-1	1.262884866E-2	1.344258934E-1	2.502931445E-1
2.564096275E1	1.734019965E-1	9.109244682E-3	1.685624421E-1	2.420010901E-1
2.565091875E1	1.275631338E-1	2.431633882E-3	2.026706189E-1	2.394862120E-1
2.566087575E1	7.841341943E-2	3.215454519E-3	2.170913368E-1	2.308411836E-1
2.567083175E1	1.619505882E-2	6.775301881E-3	2.228602767E-1	2.235506376E-1
2.568078875E1	-6.246973574E-2	2.047584206E-2	2.162216753E-1	2.259945593E-1
2.569074475E1	-1.274612546E-1	1.883773133E-2	2.042851299E-1	2.415235927E-1
2.570070075E1	-1.658796072E-1	1.304906979E-2	1.851313561E-1	2.489175392E-1
2.571065775E1	-1.935210824E-1	2.029766142E-2	1.706674695E-1	2.588238581E-1
2.572061375E1	-2.026376277E-1	3.134717420E-2	1.583553702E-1	2.590773567E-1
2.573057075E1	-1.968274117E-1	4.802761599E-2	1.550373435E-1	2.551161691E-1
2.574052675E1	-1.678058058E-1	6.579937041E-2	1.483046561E-1	2.334151166E-1
2.575048275E1	-1.304634959E-1	8.894357085E-2	1.379899681E-1	2.096971956E-1
2.576043975E1	-8.921702951E-2	9.598961473E-2	1.233212054E-1	1.799494490E-1
2.577039575E1	-4.402318224E-2	7.813791186E-2	1.039523035E-1	1.372940467E-1
2.578035275E1	-8.026942611E-3	5.499631166E-2	8.054948598E-2	9.786340376E-2
2.579030875E1	1.115074661E-2	4.764145613E-2	4.836944491E-2	6.880153118E-2
2.580026575E1	-4.226202611E-3	5.951310694E-2	1.501498278E-2	6.152333211E-2
2.581022175E1	-2.323451452E-2	4.902744293E-2	-5.743025802E-3	5.455744835E-2
2.582017775E1	-2.785486542E-2	8.015819825E-3	-1.773365214E-2	3.397983686E-2
2.583013475E1	-2.594005130E-2	-3.706457093E-2	-1.104192808E-2	4.656815281E-2
2.584009075E1	-2.328107692E-2	-4.891102389E-2	1.513680443E-2	5.624428547E-2
2.585004775E1	-8.155387826E-3	-3.158396482E-2	5.099227279E-2	6.053320634E-2
2.586000375E1	3.549144790E-2	-1.139633544E-2	8.903710544E-2	9.652525825E-2
2.586995975E1	7.438159734E-2	-2.660102211E-3	1.139970496E-1	1.361434005E-1
2.587991675E1	9.947073460E-2	-1.099612191E-2	1.323313564E-1	1.659124155E-1
2.588987275E1	1.102695838E-1	-3.191898018E-2	1.482738405E-1	1.875188902E-1
2.589982975E1	1.006194726E-1	-4.915545136E-2	1.589311808E-1	1.944213386E-1
2.590978575E1	5.802939460E-2	-5.654918402E-2	1.739072055E-1	1.918565531E-1
2.591974175E1	3.928728867E-3	-7.219596207E-2	1.848842353E-1	1.985191988E-1
2.592969875E1	-3.783363104E-2	-1.124405861E-1	1.887311637E-1	2.229208855E-1
2.593965475E1	-7.066181302E-2	-1.438238025E-1	1.814899296E-1	2.421094226E-1
2.594961175E1	-1.026801988E-1	-1.298994571E-1	1.690465808E-1	2.366301728E-1
2.595956775E1	-1.371718347E-1	-8.937460184E-2	1.709081084E-1	2.366717414E-1
2.596952475E1	-1.503033489E-1	-6.858117133E-2	1.723376811E-1	2.387357327E-1
2.597948075E1	-1.416842639E-1	-6.804939359E-2	1.637548953E-1	2.269819737E-1
2.598943675E1	-1.303056329E-1	-5.011167377E-2	1.448411345E-1	2.011708033E-1
2.599939375E1	-1.349067837E-1	-1.071372814E-2	1.172098070E-1	1.790328549E-1
2.600934975E1	-1.425151676E-1	1.123497915E-2	8.920267224E-2	1.685049391E-1
