"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"	"Absolute (rad/s)"
3.006543496E1	-2.037830651E-1	7.033699658E-3	2.211284935E-1	3.007903276E-1
3.007538996E1	-1.899113357E-1	1.560893357E-1	2.369646281E-1	3.414416950E-1
3.008534596E1	-1.613907516E-1	2.759984136E-1	2.531137764E-1	4.077850939E-1
3.009530196E1	-1.110408828E-1	3.767571151E-1	2.767695189E-1	4.804970010E-1
3.010525796E1	-4.272201285E-2	4.481790960E-1	2.931964099E-1	5.372651182E-1
3.011521396E1	3.208719566E-2	4.854063690E-1	3.097285032E-1	5.766980812E-1
3.012516896E1	1.092642695E-1	4.776131511E-1	3.205952644E-1	5.855205600E-1
3.013512496E1	1.784257591E-1	4.511934817E-1	3.263797760E-1	5.847521420E-1
3.014508096E1	2.130380720E-1	4.183457792E-1	3.361125588E-1	5.773820774E-1
3.015503696E1	2.182195336E-1	3.881020546E-1	3.572001457E-1	5.708195106E-1
3.016499296E1	2.033668160E-1	3.794713020E-1	3.839968741E-1	5.768969841E-1
3.017494896E1	1.874683499E-1	3.906711042E-1	4.193713069E-1	6.030261909E-1
3.018490396E1	1.611741632E-1	3.465848565E-1	4.321304858E-1	5.769184781E-1
3.019485996E1	1.426981688E-1	2.234476358E-1	3.654534221E-1	4.514950908E-1
3.020481596E1	1.392158270E-1	4.716128111E-2	2.172482610E-1	2.623014293E-1
3.021477196E1	1.475738883E-1	-1.445330381E-1	3.401983902E-2	2.093446944E-1
3.022472796E1	1.618417650E-1	-2.998675108E-1	-1.411924511E-1	3.688476504E-1
3.023468396E1	1.604503244E-1	-4.105701447E-1	-2.728930414E-1	5.184426317E-1
3.024463896E1	1.298460662E-1	-4.759454131E-1	-3.438841403E-1	6.013653957E-1
3.025459496E1	6.553064287E-2	-5.060868859E-1	-3.456045985E-1	6.163284350E-1
3.026455096E1	-3.315066174E-2	-5.381364226E-1	-2.742928565E-1	6.049184630E-1
3.027450696E1	-1.498156190E-1	-5.557108521E-1	-1.718385965E-1	6.006561197E-1
3.028446296E1	-2.838346660E-1	-5.893159509E-1	-7.300575823E-2	6.581681003E-1
3.029441896E1	-4.239207208E-1	-6.713367701E-1	3.851857269E-3	7.939878294E-1
3.030437396E1	-5.647510290E-1	-7.693354487E-1	7.841957361E-2	9.575857074E-1
3.031432996E1	-7.090961337E-1	-8.731556535E-1	1.880180389E-1	1.140424879E0
3.032428596E1	-8.719446659E-1	-9.560758471E-1	3.276681006E-1	1.334816433E0
3.033424196E1	-1.038102746E0	-1.002881646E0	4.754697978E-1	1.519704062E0
3.034419796E1	-1.204197168E0	-9.923967719E-1	6.154146791E-1	1.677401979E0
3.035415396E1	-1.349191785E0	-9.211562276E-1	7.357131243E-1	1.791681074E0
3.036410896E1	-1.464763641E0	-8.308516145E-1	7.569454908E-1	1.846297215E0
3.037406496E1	-1.564882159E0	-7.017397881E-1	7.624409795E-1	1.876862049E0
3.038402096E1	-1.633831382E0	-5.743349195E-1	7.487235665E-1	1.886757155E0
3.039397696E1	-1.668326497E0	-4.520112574E-1	7.189327478E-1	1.872028785E0
3.040393296E1	-1.635053515E0	-3.552964330E-1	6.809906960E-1	1.806483845E0
3.041388896E1	-1.540997624E0	-2.559305727E-1	6.565263867E-1	1.694461871E0
3.042384396E1	-1.380068183E0	-1.234079376E-1	6.343049407E-1	1.523863664E0
3.043379996E1	-1.159446001E0	5.042043701E-2	5.917004943E-1	1.302676754E0
3.044375596E1	-8.933445215E-1	2.618536055E-1	5.030609369E-1	1.058159747E0
3.045371196E1	-5.912081599E-1	4.913969636E-1	3.564187288E-1	8.473679097E-1
3.046366796E1	-2.852623463E-1	7.032774687E-1	1.569098830E-1	7.749803324E-1
3.047362396E1	-5.316132680E-3	8.934721351E-1	-7.117130607E-2	8.963180642E-1
3.048357896E1	2.424931377E-1	1.072229147E0	-3.171632290E-1	1.144146310E0
3.049353496E1	4.525099099E-1	1.204921007E0	-5.547553301E-1	1.401553898E0
3.050349096E1	6.154444814E-1	1.317466736E0	-7.684290409E-1	1.644680425E0
3.051344696E1	7.102826834E-1	1.411542773E0	-9.429628253E-1	1.840144935E0
3.052340296E1	7.279590964E-1	1.458688974E0	-1.085695267E0	1.958681235E0
3.053335796E1	6.706442833E-1	1.427675486E0	-1.226891637E0	1.998320329E0
3.054331396E1	5.272495747E-1	1.383325338E0	-1.255118251E0	1.940851084E0
3.055326996E1	2.926818132E-1	1.248563409E0	-1.209817171E0	1.763017532E0
3.056322596E1	3.941893205E-2	1.017423153E0	-1.165140033E0	1.547338043E0
3.057318196E1	-2.477756739E-1	7.418563366E-1	-1.121514916E0	1.367310980E0
3.058313796E1	-5.663043857E-1	4.590885341E-1	-1.063326716E0	1.289234907E0
3.059309296E1	-8.629637361E-1	1.975211203E-1	-9.853670597E-1	1.324639289E0
3.060304896E1	-1.130885720E0	-1.200563088E-1	-8.950283527E-1	1.447201362E0
3.061300496E1	-1.367437243E0	-4.568541050E-1	-7.087158561E-1	1.606511268E0
3.062296096E1	-1.517691255E0	-7.795869112E-1	-4.290167987E-1	1.759317456E0
3.063291696E1	-1.574929118E0	-1.115522861E0	-9.766982496E-2	1.932442076E0
3.064287296E1	-1.516033292E0	-1.387495995E0	2.631725073E-1	2.071898126E0
3.065282796E1	-1.340991974E0	-1.591609478E0	6.092790365E-1	2.168571223E0
3.066278396E1	-1.065067530E0	-1.724090815E0	8.906864524E-1	2.213635096E0
3.067273996E1	-7.344865203E-1	-1.802104712E0	1.092046380E0	2.231505576E0
3.068269596E1	-3.817596436E-1	-1.828330994E0	1.220829725E0	2.231358301E0
3.069265196E1	-5.062931776E-2	-1.814348698E0	1.280673265E0	2.221384374E0
3.070260796E1	2.528157830E-1	-1.775815845E0	1.307147741E0	2.219475828E0
3.071256296E1	5.226820111E-1	-1.733402729E0	1.349084496E0	2.257855284E0
3.072251896E1	7.326301932E-1	-1.613578320E0	1.446873665E0	2.287755537E0
3.073247496E1	8.852942586E-1	-1.555736661E0	1.546179056E0	2.365318616E0
3.074243096E1	9.646205306E-1	-1.432248473E0	1.618601561E0	2.366790964E0
3.075238696E1	9.842523336E-1	-1.295169830E0	1.664476275E0	2.327380248E0
3.076234296E1	9.312850237E-1	-1.147090673E0	1.636554360E0	2.204862577E0
3.077229796E1	8.197827339E-1	-9.885175824E-1	1.556027055E0	2.017530901E0
3.078225396E1	6.313942075E-1	-7.920007706E-1	1.428204894E0	1.750912072E0
3.079220996E1	3.627574742E-1	-5.007119775E-1	1.231917620E0	1.378378211E0
3.080216596E1	5.005840585E-2	-1.203704998E-1	1.013467908E0	1.021818037E0
3.081212196E1	-2.780669034E-1	2.923638225E-1	7.889990211E-1	8.861812809E-1
3.082207796E1	-6.288068295E-1	6.107495427E-1	5.537113547E-1	1.036826551E0
3.083203296E1	-9.451448321E-1	8.224883676E-1	2.792080045E-1	1.283644413E0
3.084198896E1	-1.223290205E0	9.327030182E-1	-6.697205827E-4	1.538302407E0
3.085194496E1	-1.465056658E0	1.016449213E0	-2.403730601E-1	1.799260743E0
3.086190096E1	-1.689052105E0	1.089522243E0	-3.828902543E-1	2.046108667E0
3.087185696E1	-1.906725526E0	1.138440967E0	-4.000762403E-1	2.256482010E0
3.088181296E1	-2.076471090E0	1.182606816E0	-3.470268548E-1	2.414688118E0
3.089176796E1	-2.180672169E0	1.300360322E0	-2.560373545E-1	2.551827424E0
3.090172396E1	-2.211695671E0	1.518598080E0	-1.417225003E-1	2.686600666E0
3.091167996E1	-2.139535427E0	1.711925149E0	-6.132675707E-2	2.740813845E0
3.092163596E1	-1.898738146E0	1.682790637E0	-5.617726967E-2	2.537744424E0
3.093159196E1	-1.523198962E0	1.407491207E0	-9.296975285E-2	2.076008177E0
3.094154796E1	-1.098248839E0	1.070785880E0	-1.503462344E-1	1.541212803E0
3.095150296E1	-6.489760876E-1	8.545406461E-1	-1.980991960E-1	1.091170458E0
3.096145896E1	-1.629896909E-1	8.270900846E-1	-2.057483196E-1	8.677419077E-1
3.097141496E1	3.160390854E-1	1.042002082E0	-1.716278344E-1	1.102318083E0
3.098137096E1	9.086930752E-1	1.257615328E0	-1.512392014E-1	1.558907539E0
3.099132696E1	1.753852010E0	1.196777821E0	-1.208542734E-1	2.126706322E0
3.100127917E1	2.887317181E0	8.291562796E-1	-4.548627511E-2	3.004358440E0
3.101123417E1	4.179478168E0	2.881208956E-1	1.008586138E-1	4.190611396E0
3.102119017E1	5.358290195E0	-3.409145474E-1	2.556575239E-1	5.375207653E0
3.103114617E1	6.235119343E0	-8.758440614E-1	3.014549911E-1	6.303545919E0
3.104110217E1	6.851767540E0	-1.022810936E0	2.146671116E-1	6.931013101E0
3.105105817E1	7.300453186E0	-9.398586750E-1	4.772160575E-2	7.360857858E0
3.106101417E1	7.679763317E0	-9.118246436E-1	-1.093220711E-1	7.734477365E0
3.107096917E1	8.032080650E0	-1.106576204E0	-2.134972811E-1	8.110759000E0
3.108092517E1	8.464497566E0	-1.484821677E0	-1.748292446E-1	8.595520911E0
3.109088117E1	9.026340485E0	-1.960974216E0	-4.236848652E-2	9.236992882E0
3.110083717E1	9.817904472E0	-2.379279613E0	1.733624786E-1	1.010357730E1
3.111079317E1	1.089232445E1	-2.665435553E0	3.973800838E-1	1.122074817E1
3.112074917E1	1.224466038E1	-2.435772896E0	5.022622943E-1	1.249467746E1
3.113070417E1	1.369470215E1	-1.568524599E0	3.738773465E-1	1.378930457E1
3.114066017E1	1.495499229E1	-3.407255113E-1	-4.071824253E-3	1.495887379E1
3.115061617E1	1.597877693E1	7.696927786E-1	-5.113569498E-1	1.600547485E1
3.116057217E1	1.680078506E1	1.400010228E0	-1.066861629E0	1.689273812E1
3.117052817E1	1.759134483E1	1.484301805E0	-1.724596024E0	1.773789154E1
3.118048317E1	1.853823280E1	7.289234400E-1	-2.120830774E0	1.867338555E1
3.119043917E1	1.951439285E1	-8.521400690E-1	-1.858161926E0	1.962117318E1
3.120039517E1	2.010414505E1	-2.813904285E0	-1.533518076E0	2.035795626E1
3.121035117E1	1.983439827E1	-3.500817299E0	-1.687085032E0	2.021151485E1
3.122030717E1	1.968842316E1	-3.844604254E0	-2.045961618E0	2.016434842E1
3.123026317E1	1.958425522E1	-4.265699387E0	-2.455258369E0	2.019325475E1
3.124021817E1	1.946226311E1	-4.762371063E0	-2.919404745E0	2.024803169E1
3.125017417E1	1.930524635E1	-5.342408180E0	-3.436408520E0	2.032345358E1
3.126013017E1	1.909731102E1	-6.007430077E0	-4.022343636E0	2.041998415E1
3.127008617E1	1.882874298E1	-6.770372391E0	-4.678604603E0	2.054869450E1
3.128004217E1	1.847988129E1	-7.631684780E0	-5.414645672E0	2.071393282E1
3.128999817E1	1.801156044E1	-8.585156441E0	-6.233939171E0	2.090414356E1
3.129995317E1	1.739653397E1	-9.639497757E0	-7.130227089E0	2.112816720E1
3.130990917E1	1.660027695E1	-1.078734589E1	-8.108195305E0	2.139343023E1
3.131986517E1	1.559605408E1	-1.202737331E1	-9.150850296E0	2.171710553E1
3.132982117E1	1.434496784E1	-1.332563019E1	-1.023969555E1	2.209529106E1
3.133977717E1	1.281340694E1	-1.464377880E1	-1.133994198E1	2.252149949E1
3.134973317E1	1.097662258E1	-1.593598461E1	-1.240194798E1	2.298369340E1
3.135968817E1	8.824499130E0	-1.711497307E1	-1.337337685E1	2.344442996E1
3.136964417E1	6.377241135E0	-1.808499527E1	-1.418528271E1	2.385285106E1
3.137960017E1	3.694199324E0	-1.876058006E1	-1.476766968E1	2.415968834E1
3.138955617E1	8.616249561E-1	-1.906701279E1	-1.506573772E1	2.431604054E1
3.139951217E1	-2.015218973E0	-1.897111130E1	-1.505871487E1	2.430491853E1
3.140946817E1	-4.805798054E0	-1.847970581E1	-1.473690033E1	2.411993891E1
3.141942317E1	-7.417887688E0	-1.762507820E1	-1.414267921E1	2.378410845E1
3.142937917E1	-9.764408112E0	-1.649817657E1	-1.332285213E1	2.334591795E1
3.143933517E1	-1.179907417E1	-1.518209457E1	-1.236198902E1	2.285897897E1
3.144929117E1	-1.350940323E1	-1.376688671E1	-1.131385326E1	2.236144944E1
3.145924717E1	-1.491157913E1	-1.232945061E1	-1.024318695E1	2.189277103E1
3.146920317E1	-1.603200912E1	-1.093028927E1	-9.198168755E0	2.147330549E1
3.147915917E1	-1.691458702E1	-9.599115372E0	-8.202516556E0	2.110752349E1
3.148911417E1	-1.759492493E1	-8.366034508E0	-7.285267353E0	2.080016916E1
3.149907017E1	-1.811314392E1	-7.237870693E0	-6.448170185E0	2.054389577E1
3.150902617E1	-1.850135231E1	-6.211714268E0	-5.706627846E0	2.033349534E1
3.151898217E1	-1.879318428E1	-5.294094563E0	-5.046144962E0	2.016617940E1
3.152893817E1	-1.900580978E1	-4.468711376E0	-4.472332001E0	2.002977635E1
3.153889417E1	-1.916102600E1	-3.726338625E0	-3.979693651E0	1.992155813E1
3.154884917E1	-1.927193260E1	-3.063956261E0	-3.558577299E0	1.983579307E1
3.155880517E1	-1.935214424E1	-2.467460871E0	-3.204055309E0	1.977017502E1
3.156876117E1	-1.940713692E1	-1.926903486E0	-2.910711050E0	1.971857396E1
3.157871717E1	-1.944020844E1	-1.434452176E0	-2.674804688E0	1.967571948E1
3.158867317E1	-1.945928192E1	-9.828243852E-1	-2.490133047E0	1.964256499E1
3.159862917E1	-1.946243668E1	-5.591149330E-1	-2.356448889E0	1.961254451E1
3.160858417E1	-1.945859528E1	-1.523577273E-1	-2.269622803E0	1.959110335E1
3.161854017E1	-1.944465065E1	2.369697839E-1	-2.225160837E0	1.957298992E1
3.162849617E1	-1.941867065E1	6.252771020E-1	-2.225088358E0	1.955573470E1
3.163845217E1	-1.938893700E1	1.016594529E0	-2.270334959E0	1.954785827E1
3.164840817E1	-1.934173203E1	1.419286132E0	-2.358915567E0	1.953666946E1
3.165836317E1	-1.928409195E1	1.840935111E0	-2.494621515E0	1.953172755E1
3.166831917E1	-1.921243858E1	2.290931463E0	-2.679011583E0	1.953313253E1
3.167827517E1	-1.912258911E1	2.777013063E0	-2.913906813E0	1.954164959E1
3.168823117E1	-1.900805473E1	3.308385372E0	-3.205816746E0	1.955834399E1
3.169818717E1	-1.886835480E1	3.889467478E0	-3.557212353E0	1.959072561E1
3.170814317E1	-1.868800354E1	4.531887054E0	-3.973567009E0	1.963590363E1
3.171809917E1	-1.846291924E1	5.242886543E0	-4.461084843E0	1.970453054E1
3.172805417E1	-1.817601395E1	6.031691551E0	-5.020938873E0	1.979794467E1
3.173801017E1	-1.781361008E1	6.900644779E0	-5.661194324E0	1.992467625E1
3.174796617E1	-1.735523033E1	7.858215332E0	-6.386607170E0	2.009338994E1
3.175792217E1	-1.677239799E1	8.909047127E0	-7.187591553E0	2.030630266E1
3.176787817E1	-1.604240990E1	1.004466724E1	-8.071739197E0	2.057686150E1
3.177783417E1	-1.512271690E1	1.124288750E1	-9.025110245E0	2.089381968E1
3.178778917E1	-1.399129963E1	1.247778702E1	-1.002005577E1	2.125683777E1
3.179774517E1	-1.260891247E1	1.371876335E1	-1.103563786E1	2.165581780E1
3.180770117E1	-1.095544147E1	1.490502644E1	-1.202502155E1	2.206315150E1
3.181765717E1	-9.015043259E0	1.598202229E1	-1.294101906E1	2.245364148E1
3.182761317E1	-6.811596870E0	1.689093018E1	-1.372638893E1	2.280603269E1
3.183756917E1	-4.378087521E0	1.757513237E1	-1.432047081E1	2.308958233E1
3.184752417E1	-1.783384085E0	1.798526764E1	-1.467690945E1	2.328222459E1
3.185748017E1	8.876495957E-1	1.807619667E1	-1.476645470E1	2.335776086E1
3.186743617E1	3.521030188E0	1.783442116E1	-1.457284927E1	2.329875893E1
3.187739217E1	6.017666340E0	1.727575493E1	-1.411584377E1	2.310673196E1
3.188734817E1	8.297039032E0	1.642707062E1	-1.343706608E1	2.278693157E1
3.189730417E1	1.031142712E1	1.535581112E1	-1.259055138E1	2.237517482E1
3.190725917E1	1.202947140E1	1.412670708E1	-1.163835239E1	2.190258618E1
3.191721517E1	1.346979141E1	1.280669975E1	-1.063729858E1	2.141492378E1
3.192717117E1	1.464488697E1	1.146193218E1	-9.632337570E0	2.094350808E1
3.193712717E1	1.323342323E1	1.407610035E1	-9.962175369E0	2.173718081E1
3.194708317E1	1.124100876E1	1.546121311E1	-1.445239925E1	2.396416560E1
3.195703917E1	1.428066158E1	-4.839734733E-1	-1.418012524E1	2.013075948E1
3.196699417E1	1.389999199E1	-4.882147312E0	-1.361135960E1	2.005777280E1
3.197695017E1	1.190245724E1	-2.623807430E0	-8.257039070E0	1.472180519E1
3.198690617E1	8.323942184E0	9.269035339E0	4.026076794E-1	1.246455465E1
3.199686283E1	5.559038639E0	1.155677414E1	4.881499290E0	1.372191584E1
3.200681883E1	5.629231453E0	8.036493301E0	7.807699203E0	1.253928380E1
3.201677483E1	5.034093857E0	1.980755806E0	1.245190144E1	1.357627872E1
3.202672983E1	5.248936653E0	-4.376453400E0	1.254797649E1	1.428833071E1
3.203668583E1	4.647091866E0	-5.915881634E0	1.095988369E1	1.329331294E1
3.204664183E1	2.183335543E0	-6.073751926E0	8.457469940E0	1.063890099E1
3.205659783E1	4.544006288E-1	-6.079145908E0	1.003238869E1	1.173930652E1
3.206655383E1	-4.903234541E-1	-7.034276962E0	1.227901459E1	1.415964931E1
3.207650983E1	-1.472645402E0	-5.659731865E0	1.460566139E1	1.573297791E1
3.208646483E1	-3.018715382E0	-7.181867599E0	1.352753639E1	1.561044860E1
3.209642083E1	-5.439738274E0	-6.695974827E0	1.207739735E1	1.484218171E1
3.210637683E1	-7.728179932E0	-3.929759026E0	1.118585014E1	1.415242080E1
3.211633283E1	-8.669151306E0	-1.757782221E0	1.014489365E1	1.345967495E1
3.212628883E1	-8.878099442E0	2.683882236E0	9.907273293E0	1.357121725E1
3.213624483E1	-7.387219429E0	5.722116947E0	9.571369171E0	1.337627531E1
3.214619983E1	-5.690822601E0	5.202756882E0	8.894992828E0	1.177178994E1
3.215615583E1	-4.150147915E0	4.085827827E0	8.314716339E0	1.015146416E1
3.216611183E1	-2.239797831E0	5.489688873E0	7.421610355E0	9.499140936E0
3.217606783E1	-5.814973116E-1	9.244927406E0	6.306990623E0	1.120646923E1
3.218602383E1	-8.831766248E-2	1.164415741E1	4.917691708E0	1.264032806E1
3.219597983E1	1.224398389E-1	1.318006706E1	3.265643597E0	1.357916004E1
3.220593483E1	1.591140181E-1	1.108439636E1	1.948873878E0	1.125554394E1
3.221589083E1	3.386462331E-1	6.295395851E0	1.603447199E0	6.505208153E0
3.222584683E1	1.787576824E-1	2.265122890E0	1.625575423E0	2.793784436E0
3.223580283E1	5.012250040E-3	8.208664060E-1	1.698012710E0	1.886025965E0
3.224575883E1	-4.410595894E-1	8.197631240E-1	1.647871494E0	1.892623999E0
3.225571483E1	-9.785566330E-1	1.276060939E0	1.524415612E0	2.215795018E0
3.226566983E1	-1.293312430E0	1.807224870E0	1.589556575E0	2.732290043E0
3.227562583E1	-1.161146402E0	2.352968454E0	1.427484035E0	2.987044055E0
3.228558183E1	-5.649650693E-1	3.231747866E0	1.067135811E0	3.449950527E0
3.229553783E1	1.398588866E-1	4.329366684E0	7.443959117E-1	4.395122486E0
3.230549383E1	7.086664438E-1	5.134661674E0	5.733131170E-1	5.214944541E0
3.231544983E1	1.099212646E0	5.850102901E0	5.835066438E-1	5.981007641E0
3.232540483E1	1.011377573E0	5.887362003E0	7.129805684E-1	6.016000103E0
3.233536083E1	4.032944739E-1	5.210478306E0	9.538635015E-1	5.312399287E0
3.234531683E1	-3.651072979E-1	4.641618252E0	1.021798611E0	4.766759459E0
3.235527283E1	-8.546620607E-1	4.299578667E0	7.194410563E-1	4.442343906E0
3.236522883E1	-1.004806280E0	3.997269392E0	2.867250443E-1	4.131586802E0
3.237518483E1	-9.738004804E-1	3.913537025E0	-2.242853120E-2	4.032934721E0
3.238513983E1	-9.305387735E-1	4.011857033E0	-2.308468670E-1	4.124826001E0
3.239509583E1	-1.156032324E0	4.079755306E0	-3.725568652E-1	4.256713839E0
3.240505183E1	-1.893823385E0	4.932954311E0	-4.192117751E-1	5.300598435E0
3.241500783E1	-2.031613588E0	4.535039902E0	-6.552136540E-1	5.012319385E0
3.242496383E1	-2.045482159E0	3.821556568E0	-1.074285626E0	4.465689361E0
3.243491983E1	-1.861309171E0	3.163369894E0	-1.476868272E0	3.956326681E0
3.244487483E1	-1.500267267E0	2.908012152E0	-1.845045686E0	3.756531662E0
3.245483083E1	-1.124519229E0	2.839246273E0	-2.083735228E0	3.697000865E0
3.246478683E1	-8.559047580E-1	2.704647541E0	-2.160413742E0	3.565820917E0
3.247474283E1	-7.382332683E-1	2.278051615E0	-2.037049770E0	3.143895559E0
3.248469883E1	-7.325280309E-1	1.572843313E0	-1.761611462E0	2.472591423E0
3.249465483E1	-7.800992727E-1	8.824869990E-1	-1.379424930E0	1.813877426E0
3.250460983E1	-8.307009339E-1	6.441115141E-1	-1.003775597E0	1.453447327E0
3.251456583E1	-7.931208014E-1	6.490735412E-1	-7.198192477E-1	1.252388445E0
3.252452183E1	-7.240789533E-1	6.240372062E-1	-5.429936051E-1	1.099342904E0
3.253447783E1	-7.040791512E-1	6.619137526E-1	-4.066219330E-1	1.048426756E0
3.254443383E1	-7.249273658E-1	5.385247469E-1	-3.404907286E-1	9.651230621E-1
3.255438983E1	-7.058199644E-1	3.413957059E-1	-2.843651474E-1	8.340242126E-1
3.256434483E1	-6.249278188E-1	2.705024481E-1	-2.484826297E-1	7.248792798E-1
3.257430083E1	-5.272548199E-1	3.669669330E-1	-2.881610692E-1	7.040590719E-1
3.258425683E1	-4.280215502E-1	4.655526578E-1	-3.712801337E-1	7.333421182E-1
3.259421283E1	-3.016018271E-1	3.927652836E-1	-4.410600364E-1	6.631456747E-1
3.260416883E1	-1.826330274E-1	3.353629112E-1	-4.927327633E-1	6.233848578E-1
3.261412483E1	-7.433559000E-2	3.088732362E-1	-5.303043723E-1	6.181837779E-1
3.262407983E1	-6.171694491E-3	2.016742676E-1	-5.338379741E-1	5.706957005E-1
3.263403583E1	-3.114601970E-2	-4.142546654E-2	-4.782897532E-1	4.810896297E-1
3.264399183E1	-1.058650613E-1	-2.573717535E-1	-3.313516080E-1	4.327141306E-1
3.265394783E1	-1.598558724E-1	-3.540093303E-1	-1.135838628E-1	4.046946994E-1
3.266390383E1	-2.064082772E-1	-4.443072379E-1	1.348440349E-1	5.081301135E-1
3.267385983E1	-2.778412104E-1	-5.467449427E-1	3.700746596E-1	7.162967431E-1
3.268381483E1	-3.853099644E-1	-6.846842170E-1	5.656388998E-1	9.680927696E-1
3.269377083E1	-4.407894611E-1	-8.544937372E-1	7.418583632E-1	1.214417032E0
3.270372683E1	-3.968845904E-1	-1.007501125E0	8.288830519E-1	1.363679951E0
3.271368283E1	-1.980090439E-1	-1.067728162E0	7.804912925E-1	1.337317340E0
3.272363883E1	2.339605540E-1	-1.024639606E0	5.972281694E-1	1.208844635E0
3.273359483E1	8.407351971E-1	-8.958576322E-1	3.135777712E-1	1.267961982E0
3.274354983E1	1.262197971E0	-6.225137711E-1	8.661164343E-2	1.410024358E0
3.275350583E1	1.369338751E0	-4.372930527E-1	-6.727831811E-2	1.439041417E0
3.276346183E1	1.215592504E0	-2.320051789E-1	-1.287003905E-1	1.244208716E0
3.277341783E1	9.292646050E-1	-1.214847937E-1	-9.511819482E-2	9.419865882E-1
3.278337383E1	5.884783864E-1	1.149376389E-2	-3.017772734E-2	5.893637358E-1
3.279332983E1	2.450174689E-1	1.195406020E-1	2.569059841E-2	2.738311933E-1
3.280328483E1	-6.203642115E-2	2.469032854E-1	6.947007775E-2	2.638860390E-1
3.281324083E1	-3.026796579E-1	3.537586331E-1	5.576838180E-2	4.689032504E-1
3.282319683E1	-4.021430016E-1	5.443246365E-1	1.343138143E-2	6.768963773E-1
3.283315283E1	-4.154931605E-1	7.551537752E-1	1.654035598E-2	8.620703997E-1
3.284310883E1	-4.228346944E-1	1.046714187E0	1.071618646E-1	1.133968003E0
3.285306483E1	-4.119724631E-1	1.204821229E0	1.587566137E-1	1.283167630E0
3.286301983E1	-4.051963985E-1	1.186940789E0	1.636593193E-1	1.264830792E0
3.287297583E1	-3.684844673E-1	1.083341718E0	1.461333185E-1	1.153587893E0
3.288293183E1	-2.124855071E-1	8.477255702E-1	9.736378491E-2	8.793568330E-1
3.289288783E1	-5.999102443E-2	5.606924295E-1	-3.951645922E-3	5.639064985E-1
3.290284383E1	6.716597825E-2	3.282777071E-1	-5.544924736E-2	3.396353054E-1
3.291279983E1	1.877387315E-1	1.374302506E-1	-1.005059332E-1	2.534449599E-1
3.292275483E1	3.648770452E-1	6.184612215E-2	-1.383308023E-1	3.950893719E-1
3.293271083E1	5.736153126E-1	6.986995786E-2	-1.028082222E-1	5.869291851E-1
3.294266683E1	6.641070843E-1	-5.102157593E-2	-7.050639391E-2	6.697854673E-1
3.295262283E1	6.250129342E-1	-1.406635642E-1	-9.912952036E-2	6.482700579E-1
3.296257883E1	4.731656611E-1	-1.535876542E-1	-1.303047389E-1	5.142511403E-1
3.297253483E1	2.987446189E-1	-2.899007313E-2	-1.270716488E-1	3.259386071E-1
3.298248983E1	1.148619801E-1	5.518795177E-2	-1.057593673E-1	1.656020177E-1
3.299244583E1	-7.090575993E-2	1.508159339E-1	-9.626813233E-2	1.924594140E-1
3.300240167E1	-1.964287609E-1	2.320455164E-1	-8.926904947E-2	3.168569756E-1
3.301235767E1	-2.600740492E-1	2.912403941E-1	-8.569801599E-2	3.997544599E-1
3.302231367E1	-2.720495164E-1	3.288305998E-1	-9.500910342E-2	4.372267518E-1
3.303226967E1	-2.401458919E-1	3.383487463E-1	-1.029104367E-1	4.274815569E-1
3.304222467E1	-1.786493212E-1	3.116902411E-1	-9.474589676E-2	3.715416145E-1
3.305218067E1	-1.036038473E-1	2.355294079E-1	-6.812893599E-2	2.661755268E-1
3.306213667E1	-3.536280245E-2	1.523028612E-1	-4.113676026E-2	1.616753611E-1
3.307209267E1	9.105063975E-3	1.092419550E-1	-1.521754544E-2	1.106719504E-1
3.308204867E1	4.006205499E-2	5.975539237E-2	2.038152888E-2	7.477353735E-2
3.309200467E1	7.923129201E-2	8.330945671E-2	8.235568553E-2	1.414232023E-1
3.310195967E1	1.265293509E-1	1.327569336E-1	1.385642439E-1	2.298567592E-1
3.311191567E1	1.743083298E-1	1.521769613E-1	1.594146639E-1	2.809880006E-1
3.312187167E1	2.236410528E-1	1.204130501E-1	1.382512450E-1	2.891851135E-1
3.313182767E1	2.812756002E-1	5.192773789E-2	1.176322401E-1	3.092730139E-1
3.314178367E1	3.433766663E-1	-1.091857068E-2	1.172173917E-1	3.629967866E-1
3.315173967E1	3.867185414E-1	-4.286585003E-2	1.489872932E-1	4.166364421E-1
3.316169467E1	3.085325658E-1	4.830811918E-2	1.666412354E-1	3.539707896E-1
3.317165067E1	2.466677688E-2	2.723412216E-1	1.543786973E-1	3.140238415E-1
3.318160667E1	-2.101043761E-1	3.566395938E-1	1.462455988E-1	4.390027607E-1
3.319156267E1	-3.213773966E-1	2.955581248E-1	1.373660862E-1	4.577198683E-1
3.320151867E1	-3.126027882E-1	1.962180138E-1	1.218418553E-1	3.886739634E-1
3.321147467E1	-2.622477114E-1	1.553803086E-1	8.720371872E-2	3.170510858E-1
3.322142967E1	-2.105226517E-1	1.934858114E-1	4.858791456E-2	2.900298804E-1
3.323138567E1	-1.870687306E-1	2.504433692E-1	2.248910489E-3	3.126046204E-1
3.324134167E1	-1.798369735E-1	2.192389667E-1	-2.803219855E-2	2.849436185E-1
3.325129767E1	-1.818878800E-1	9.077792615E-2	-3.192627057E-2	2.057744384E-1
