"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"	"Absolute (rad/s)"
1.400285525E1	1.405376289E-2	1.058259830E-1	-1.034522131E-1	1.486573487E-1
1.401280925E1	3.642230295E-3	1.683199704E-1	-1.086961105E-1	2.003989090E-1
1.402276425E1	5.155704916E-3	2.312448919E-1	-1.200497001E-1	2.606006750E-1
1.403271925E1	2.780277282E-2	2.552077472E-1	-1.380574554E-1	2.914855904E-1
1.404267425E1	3.154771030E-2	2.584373653E-1	-1.401435137E-1	2.956777540E-1
1.405262925E1	-2.924993169E-3	2.768698633E-1	-9.104295075E-2	2.914692019E-1
1.406258425E1	-2.678718232E-2	2.941828072E-1	-2.835745923E-2	2.967578519E-1
1.407253825E1	-2.025097981E-2	2.573383152E-1	1.942576654E-2	2.588638080E-1
1.408249325E1	-1.514170505E-2	1.643151641E-1	6.310985982E-2	1.766680469E-1
1.409244825E1	1.576852240E-2	5.224217474E-2	1.080114171E-1	1.210138725E-1
1.410240325E1	5.805020034E-2	-4.977766797E-2	1.367245615E-1	1.566564639E-1
1.411235825E1	8.566890657E-2	-6.539742649E-2	1.493017524E-1	1.841385300E-1
1.412231225E1	7.329426706E-2	-5.627076700E-2	1.511462480E-1	1.771542748E-1
1.413226725E1	3.639579937E-2	-2.827942371E-2	1.406330317E-1	1.479933432E-1
1.414222225E1	-2.650726587E-2	2.155231498E-2	1.247920096E-1	1.293838594E-1
1.415217725E1	-1.002125740E-1	1.107093692E-1	1.158144996E-1	1.889765137E-1
1.416213225E1	-1.730385721E-1	1.852080971E-1	1.439076513E-1	2.914683495E-1
1.417208725E1	-2.212498188E-1	2.684797645E-1	1.765449494E-1	3.901294470E-1
1.418204125E1	-2.063552886E-1	3.471849561E-1	1.944792122E-1	4.482656164E-1
1.419199625E1	-1.592962146E-1	3.796084225E-1	1.901368946E-1	4.534643063E-1
1.420195125E1	-9.232064337E-2	3.697174489E-1	1.748647243E-1	4.192752855E-1
1.421190625E1	-1.518049929E-2	3.225925863E-1	1.543443203E-1	3.579365775E-1
1.422186125E1	6.599930674E-2	2.346840352E-1	1.357871443E-1	2.790531373E-1
1.423181625E1	1.409234405E-1	1.253729910E-1	1.116467863E-1	2.191866963E-1
1.424177025E1	2.013750672E-1	2.383757941E-2	9.303075820E-2	2.231028235E-1
1.425172525E1	2.190672308E-1	-3.361360729E-2	7.083675265E-2	2.326761091E-1
1.426168025E1	1.862256527E-1	-4.734619707E-2	3.576851264E-2	1.954508700E-1
1.427163525E1	1.244505346E-1	-2.725462243E-2	-1.895758789E-3	1.274140648E-1
1.428159025E1	4.243982583E-2	-7.202351931E-3	-3.702418506E-2	5.677854321E-2
1.429154425E1	-4.053611308E-2	7.945714518E-3	-6.672815233E-2	7.847902368E-2
1.430149925E1	-9.479402751E-2	1.615064777E-2	-8.774342388E-2	1.301754950E-1
1.431145425E1	-1.110098436E-1	5.650075153E-3	-1.072751805E-1	1.544767720E-1
1.432140925E1	-1.011343077E-1	-1.059547439E-2	-1.337584406E-1	1.680230124E-1
1.433136425E1	-7.925777882E-2	-5.681611970E-2	-1.619763970E-1	1.890667082E-1
1.434131925E1	-4.850758985E-2	-1.111603156E-1	-1.788363308E-1	2.160833988E-1
1.435127325E1	4.172998480E-3	-1.657073498E-1	-1.846918017E-1	2.481680908E-1
1.436122825E1	7.548153400E-2	-1.756662428E-1	-1.802962571E-1	2.627980806E-1
1.437118325E1	1.433694810E-1	-1.509518176E-1	-1.998599768E-1	2.885918738E-1
1.438113825E1	1.799730361E-1	-7.511964440E-2	-1.803890765E-1	2.656566837E-1
1.439109325E1	1.736402214E-1	4.477114975E-2	-1.502013505E-1	2.339141466E-1
1.440104825E1	1.762679666E-1	1.452721953E-1	-1.244581640E-1	2.601235118E-1
1.441100225E1	1.728140563E-1	1.853743047E-1	-8.121654391E-2	2.661286491E-1
1.442095725E1	1.600785553E-1	2.008280903E-1	-3.643789142E-2	2.593931103E-1
1.443091225E1	1.422796994E-1	1.785566807E-1	2.796589397E-3	2.283283206E-1
1.444086725E1	1.180071235E-1	1.383128464E-1	4.101055115E-2	1.863813027E-1
1.445082225E1	8.467963338E-2	1.022895798E-1	6.679981202E-2	1.486472783E-1
1.446077725E1	6.949003041E-2	7.415674627E-2	7.232214510E-2	1.247340371E-1
1.447073125E1	8.214747906E-2	2.529113367E-2	6.149732694E-2	1.056871372E-1
1.448068625E1	1.040937901E-1	-4.276488349E-2	6.110051647E-2	1.280532135E-1
1.449064125E1	1.225356087E-1	-9.914997965E-2	6.253287941E-2	1.695761035E-1
1.450059625E1	1.117396876E-1	-1.173159331E-1	6.545276940E-2	1.747365187E-1
1.451055125E1	7.873338461E-2	-8.229870349E-2	6.754429638E-2	1.324169718E-1
1.452050525E1	6.456936151E-2	-4.047242180E-2	6.325820833E-2	9.903948855E-2
1.453046025E1	5.975558609E-2	-3.277860582E-2	5.444899946E-2	8.723451502E-2
1.454041525E1	4.448448867E-2	-4.893813282E-2	4.549119249E-2	8.026991448E-2
1.455037025E1	8.899956010E-3	-4.955272377E-2	4.138686508E-2	6.517326331E-2
1.456032525E1	-3.143388778E-2	-3.707421571E-2	4.346067086E-2	6.520288861E-2
1.457028025E1	-5.800610408E-2	-3.518051654E-2	5.214496702E-2	8.556561482E-2
1.458023425E1	-5.811982229E-2	-4.170339555E-2	6.115177646E-2	9.410965258E-2
1.459018925E1	-6.107129157E-2	-6.367069483E-2	6.570605934E-2	1.100043011E-1
1.460014425E1	-6.323697418E-2	-5.251817405E-2	6.703551114E-2	1.060699451E-1
1.461009925E1	-5.326213688E-2	-2.253447194E-3	6.293343008E-2	8.247757192E-2
1.462005425E1	-2.271994390E-2	3.964313492E-2	5.511705577E-2	7.159374159E-2
1.463000925E1	1.323338598E-3	5.217524990E-2	4.271338508E-2	6.744213217E-2
1.463996325E1	5.909568630E-3	5.371482298E-2	3.356596082E-2	6.361508418E-2
1.464991825E1	-1.173786633E-2	5.392540246E-2	2.775280923E-2	6.177333532E-2
1.465987325E1	-1.741785556E-2	4.251615331E-2	2.618394047E-2	5.288292468E-2
1.466982825E1	-2.287460864E-2	-1.783484593E-2	1.730668172E-2	3.377648119E-2
1.467978325E1	-2.617719583E-2	-9.771822393E-2	1.132868323E-2	1.017960507E-1
1.468973825E1	-2.878538892E-2	-1.548933089E-1	9.900709614E-3	1.578561364E-1
1.469969225E1	-3.405951336E-2	-1.712736189E-1	9.541715495E-3	1.748878136E-1
1.470964725E1	-4.348701239E-2	-1.635966152E-1	4.946144298E-3	1.693500431E-1
1.471960225E1	-4.591954499E-2	-1.603992283E-1	-1.192974625E-3	1.668470565E-1
1.472955725E1	-4.430788755E-2	-1.699920297E-1	-4.613516852E-3	1.757320790E-1
1.473951225E1	-4.850609601E-2	-1.627197415E-1	-1.045782305E-2	1.701173762E-1
1.474946725E1	-6.152648106E-2	-1.084072962E-1	-5.230038427E-3	1.247597814E-1
1.475942125E1	-4.455681890E-2	-4.359900951E-2	-2.061409410E-3	6.237333685E-2
1.476937604E1	-1.034642383E-2	8.656946011E-4	8.662609383E-3	1.352178667E-2
1.477933104E1	1.598930918E-2	2.087961696E-2	8.584579453E-3	2.766426245E-2
1.478928604E1	2.145696804E-2	2.893193811E-2	1.359957736E-2	3.850203923E-2
1.479924104E1	9.836532176E-3	3.763195500E-2	2.792205848E-2	4.788071378E-2
1.480919504E1	2.348744310E-4	4.747252539E-2	3.309855983E-2	5.787236383E-2
1.481915004E1	-1.377042383E-2	4.693030566E-2	3.442827612E-2	5.981123940E-2
1.482910504E1	-4.747741297E-2	2.545356005E-2	2.718875371E-2	6.034249572E-2
1.483906004E1	-1.181363985E-1	1.777140424E-2	1.598723233E-2	1.205305897E-1
1.484901504E1	-1.781690270E-1	3.167790920E-2	8.203345351E-3	1.811490739E-1
1.485897004E1	-1.860471964E-1	4.967022687E-2	-5.150443176E-4	1.925641607E-1
1.486892404E1	-1.609182060E-1	8.163824677E-2	-9.749426506E-3	1.807056271E-1
1.487887904E1	-1.359132528E-1	1.060628965E-1	-1.972695999E-2	1.735249356E-1
1.488883404E1	-1.127853096E-1	1.036927029E-1	-1.216078270E-2	1.536899064E-1
1.489878904E1	-7.262537628E-2	8.144491911E-2	3.768471361E-4	1.091231513E-1
1.490874404E1	-3.184760362E-2	5.115342513E-2	1.240487862E-2	6.152092142E-2
1.491869904E1	-1.120437682E-2	3.808129951E-2	3.298418969E-2	5.161085353E-2
1.492865304E1	-6.844101008E-3	3.406146541E-2	3.122650832E-2	4.671316695E-2
1.493860804E1	-5.420907866E-3	1.076333411E-2	2.107480541E-2	2.427721208E-2
1.494856304E1	-8.355215192E-3	-1.493107527E-2	1.461237576E-2	2.250040344E-2
1.495851804E1	-2.785967290E-2	-2.677655034E-2	-4.401529208E-3	3.889111057E-2
1.496847304E1	-3.899041191E-2	-2.888667397E-2	-2.750965022E-2	5.578057914E-2
1.497842804E1	-4.091348127E-2	-4.914321005E-2	-3.898254782E-2	7.489063411E-2
1.498838204E1	-2.217412367E-2	-7.979753613E-2	-2.911993675E-2	8.779128231E-2
1.499833704E1	8.590713143E-3	-1.016929820E-1	-2.527619526E-2	1.051387131E-1
1.500829204E1	2.966527641E-2	-1.001728475E-1	-2.039821632E-2	1.064458324E-1
1.501824704E1	5.886070803E-2	-8.245696872E-2	-2.398522757E-2	1.041106420E-1
1.502820204E1	6.416165084E-2	-6.060593948E-2	-2.548803762E-2	9.186641062E-2
1.503815704E1	5.627603084E-2	-3.485343605E-2	-3.057387657E-2	7.291444014E-2
1.504811104E1	3.844124451E-2	-1.714425161E-2	-4.028416425E-2	5.826206770E-2
1.505806604E1	1.999086514E-2	-1.462889556E-2	-4.313934222E-2	4.974577491E-2
1.506802104E1	5.050604697E-3	-1.727074012E-2	-3.985273093E-2	4.372673364E-2
1.507797604E1	-9.460426867E-3	-2.186203003E-2	-3.799624369E-2	4.484598720E-2
1.508793104E1	-7.558531594E-3	-1.781277172E-2	-3.053223155E-2	3.614752274E-2
1.509788604E1	3.170012496E-3	-2.206104621E-2	-2.148493938E-2	3.095708900E-2
1.510784004E1	1.993590593E-2	-2.877613530E-2	-1.863812469E-2	3.965962682E-2
1.511779504E1	2.235645428E-2	-4.765874520E-2	-9.673126042E-3	5.352323243E-2
1.512775004E1	1.712846756E-2	-6.854036450E-2	6.987730972E-3	7.099291761E-2
1.513770504E1	1.111371815E-2	-8.452253044E-2	1.336227264E-2	8.629092196E-2
1.514766004E1	2.836087346E-2	-8.357411623E-2	3.917654511E-3	8.834206282E-2
1.515761404E1	4.924191907E-2	-8.196583390E-2	-1.098299772E-2	9.624858835E-2
1.516756904E1	5.262727290E-2	-1.193307266E-1	-3.665973246E-2	1.354746771E-1
1.517752404E1	2.591603436E-2	-1.621751189E-1	-5.408266559E-2	1.729084866E-1
1.518747904E1	-6.151657086E-3	-1.678601354E-1	-5.757034197E-2	1.775646706E-1
1.519743404E1	-4.292485118E-2	-1.533262134E-1	-5.973362923E-2	1.700575697E-1
1.520738904E1	-7.238042355E-2	-9.421180934E-2	-6.313088536E-2	1.345373532E-1
1.521734304E1	-6.637659669E-2	-5.264890380E-3	-7.425013930E-3	6.699777974E-2
1.522729804E1	-8.955141902E-2	-4.017634317E-2	4.807605594E-2	1.092927370E-1
1.523725304E1	-1.128870994E-1	-1.009270400E-1	6.537701190E-2	1.649361037E-1
1.524720804E1	-1.171838120E-1	-1.113189161E-1	5.752948299E-2	1.715621994E-1
1.525716304E1	-9.685350955E-2	-9.194310009E-2	3.353120759E-2	1.376897885E-1
1.526711804E1	-7.198914886E-2	-6.989631802E-2	2.487473376E-2	1.033764248E-1
1.527707204E1	-5.044949800E-2	-5.135059729E-2	2.319587581E-2	7.563123921E-2
1.528702704E1	-2.326532453E-2	-2.626047097E-2	2.409283072E-2	4.255998300E-2
1.529698204E1	3.081602044E-2	3.707281779E-3	1.353073493E-2	3.385929476E-2
1.530693704E1	8.334019035E-2	3.001734428E-2	-5.691722035E-3	8.876386644E-2
1.531689204E1	1.155681685E-1	3.521077707E-2	-2.865695953E-2	1.241653000E-1
1.532684704E1	1.304673254E-1	2.596507408E-2	-4.109565541E-2	1.392291671E-1
1.533680104E1	1.204551682E-1	2.571900003E-2	-2.065376192E-2	1.248899211E-1
1.534675604E1	1.085261852E-1	3.665758297E-2	7.421857864E-2	1.364921561E-1
1.535671104E1	7.692699134E-2	2.989847958E-2	1.405150443E-1	1.629606049E-1
1.536666604E1	3.909232467E-2	3.514643013E-2	1.868732274E-1	1.941264652E-1
1.537662104E1	3.620086238E-3	4.496230930E-2	2.132816613E-1	2.179994984E-1
1.538657604E1	-1.541255601E-2	3.387584165E-2	2.358723283E-1	2.387904411E-1
1.539653004E1	-2.189788595E-2	-1.660579816E-3	2.408875972E-1	2.418865631E-1
1.540648504E1	-7.751817349E-3	-4.810376465E-2	2.258069068E-1	2.310039437E-1
1.541644004E1	1.177394763E-2	-8.586845547E-2	1.954380721E-1	2.137944281E-1
1.542639504E1	3.062672727E-2	-9.661609679E-2	1.630335301E-1	1.919703064E-1
1.543635004E1	3.123366274E-2	-8.891050518E-2	1.357907206E-1	1.652868398E-1
1.544630504E1	2.551081963E-2	-5.315419659E-2	1.260250509E-1	1.391347691E-1
1.545625904E1	2.493317984E-2	1.611568779E-2	1.298586726E-1	1.332090601E-1
1.546621404E1	2.751073427E-2	9.501192719E-2	1.369775683E-1	1.689584594E-1
1.547616904E1	3.832503408E-2	1.794996560E-1	1.530044675E-1	2.389546020E-1
1.548612404E1	4.320081323E-2	2.426303029E-1	1.742864549E-1	3.018468859E-1
1.549607904E1	3.597592562E-2	2.695814967E-1	1.851569414E-1	3.290160232E-1
1.550603404E1	1.372693852E-2	2.523002625E-1	1.902514398E-1	3.162901542E-1
1.551598804E1	-9.936845861E-3	2.076739520E-1	1.938267350E-1	2.842463974E-1
1.552594304E1	-2.911410667E-2	1.531842947E-1	1.874380708E-1	2.438156880E-1
1.553589804E1	-4.668111727E-2	1.111407056E-1	1.723198295E-1	2.102986134E-1
1.554585304E1	-5.861840397E-2	1.015193909E-1	1.476997286E-1	1.885670010E-1
1.555580804E1	-4.033580422E-2	1.136138737E-1	1.244095787E-1	1.732421216E-1
1.556576204E1	-2.042897604E-2	1.090871692E-1	9.362902492E-2	1.452024375E-1
1.557571704E1	-6.078532897E-3	8.784739673E-2	5.880286545E-2	1.058862156E-1
1.558567204E1	-5.770213436E-3	7.386153191E-2	3.513455391E-2	8.199547633E-2
1.559562704E1	-4.955818877E-3	6.114760041E-2	2.307442576E-2	6.554401804E-2
1.560558204E1	-1.292307954E-2	5.647587031E-2	1.893427037E-2	6.095109931E-2
1.561553704E1	-2.821574919E-2	6.000801921E-2	1.254428178E-2	6.748666444E-2
1.562549104E1	-4.971836880E-2	8.461354673E-2	7.803736720E-3	9.844931078E-2
1.563544604E1	-7.764293998E-2	1.243026406E-1	1.154388022E-2	1.470130394E-1
1.564540104E1	-1.087999567E-1	1.658489406E-1	7.385197561E-3	1.984888985E-1
1.565535604E1	-1.471177787E-1	2.279069871E-1	4.956128541E-3	2.713112581E-1
1.566531104E1	-2.049498856E-1	3.087007105E-1	-4.079285543E-3	3.705633885E-1
1.567526604E1	-2.736916542E-1	4.269517362E-1	-2.823815122E-2	5.079294241E-1
1.568522004E1	-3.619793355E-1	5.308406353E-1	-6.299161166E-2	6.455917925E-1
1.569517504E1	-4.700189829E-1	5.677912235E-1	-1.088459194E-1	7.450853320E-1
1.570513004E1	-5.879206061E-1	5.604155064E-1	-1.343811005E-1	8.232705868E-1
1.571508504E1	-7.010815740E-1	5.191069841E-1	-1.282664835E-1	8.817254250E-1
1.572504004E1	-8.219530582E-1	4.182684124E-1	-1.041028425E-1	9.281124374E-1
1.573499504E1	-9.617066979E-1	2.362738550E-1	-9.017451108E-2	9.944026095E-1
1.574494904E1	-1.184664726E0	-6.271947920E-2	-1.375309676E-1	1.194269238E0
1.575490404E1	-1.314097285E0	-4.206984043E-1	-1.877730936E-1	1.392514832E0
1.576485904E1	-1.343287349E0	-7.043162584E-1	-2.027063668E-1	1.530219646E0
1.577481404E1	-1.323264360E0	-8.629837036E-1	-2.322347015E-1	1.596778756E0
1.578476904E1	-1.145460010E0	-7.355495691E-1	-3.090414703E-1	1.395929236E0
1.579472404E1	-1.014385581E0	-6.921778321E-1	-3.303078711E-1	1.271688463E0
1.580467804E1	-9.475952387E-1	-3.001346588E-1	-3.282068968E-1	1.046774721E0
1.581463304E1	-1.039296150E0	4.226486087E-1	-2.454920411E-1	1.148492349E0
1.582458804E1	-1.150352001E0	9.118059874E-1	-1.174355596E-1	1.472579708E0
1.583454304E1	-1.352434278E0	1.197139144E0	1.095259488E-1	1.809479632E0
1.584449804E1	-1.668857455E0	1.307376742E0	3.035922050E-1	2.141608596E0
1.585445304E1	-1.999654055E0	1.186855674E0	2.702664733E-1	2.341001216E0
1.586440704E1	-2.380791903E0	8.931707740E-1	1.561235636E-1	2.547606461E0
1.587436204E1	-2.779280186E0	5.466167927E-1	-1.910431981E-1	2.838958572E0
1.588431704E1	-3.093521357E0	3.063871562E-1	-6.557147503E-1	3.177059853E0
1.589427204E1	-3.248667240E0	-1.226538792E-2	-1.233648062E0	3.475036232E0
1.590422704E1	-3.234877586E0	-5.869594812E-1	-1.808730960E0	3.752394185E0
1.591418204E1	-3.094359636E0	-1.403511286E0	-2.260310888E0	4.080920337E0
1.592413604E1	-2.899587631E0	-2.266350269E0	-2.566481829E0	4.486733885E0
1.593409104E1	-2.650980234E0	-2.955189705E0	-2.701107979E0	4.801752462E0
1.594404604E1	-2.426948071E0	-3.367318392E0	-2.662380695E0	4.931245386E0
1.595400104E1	-2.271141291E0	-3.415277719E0	-2.478986979E0	4.792450428E0
1.596395604E1	-2.151826382E0	-3.041546822E0	-2.205459118E0	4.329597414E0
1.597391104E1	-2.009871960E0	-2.270435572E0	-1.873061419E0	3.564101858E0
1.598386504E1	-1.823885918E0	-1.392113090E0	-1.470836878E0	2.725417365E0
1.599382004E1	-1.611077309E0	-7.380983829E-1	-9.567759037E-1	2.013896583E0
1.600377504E1	-1.551011562E0	1.574483216E-1	-2.240844965E-1	1.575004985E0
1.601373004E1	-1.723798275E0	7.990466952E-1	3.900878429E-1	1.939619715E0
1.602368504E1	-2.033826828E0	1.098444462E0	7.962388992E-1	2.444796144E0
1.603364004E1	-2.375268459E0	1.017388463E0	9.663677216E-1	2.758776198E0
1.604359404E1	-2.727089167E0	7.977931499E-1	9.997112751E-1	3.012127465E0
1.605354904E1	-3.011466742E0	5.181252360E-1	9.942885041E-1	3.213408677E0
1.606350404E1	-3.331796646E0	5.375699997E-1	9.365205765E-1	3.502416478E0
1.607345904E1	-3.636721849E0	6.611659527E-1	8.091316819E-1	3.783857860E0
1.608341404E1	-3.819985390E0	5.864433050E-1	6.741958857E-1	3.923103901E0
1.609336904E1	-3.916181087E0	4.283538163E-1	6.070274711E-1	3.986031065E0
1.610332304E1	-3.981068850E0	3.137734234E-1	5.628107786E-1	4.032879730E0
1.611327804E1	-4.061723709E0	3.628581464E-1	4.710262120E-1	4.105012937E0
1.612323304E1	-4.179227829E0	5.925582051E-1	3.310912549E-1	4.233992429E0
1.613318804E1	-4.335855961E0	8.595614433E-1	1.898997724E-1	4.424314039E0
1.614314304E1	-4.653039455E0	9.819272757E-1	2.736171149E-2	4.755597335E0
1.615309804E1	-4.989356041E0	9.120046496E-1	-1.309466958E-1	5.073713948E0
1.616305204E1	-5.250402927E0	6.877806783E-1	-2.351734936E-1	5.300479198E0
1.617300704E1	-5.377223492E0	4.094638228E-1	-3.089212179E-1	5.401631737E0
1.618296204E1	-5.368971825E0	1.431414932E-1	-2.918868661E-1	5.378805247E0
1.619291704E1	-5.218391895E0	1.054037064E-1	-2.013513744E-1	5.223338615E0
1.620287204E1	-4.984880447E0	2.394573987E-1	-8.674449474E-2	4.991382326E0
1.621282704E1	-4.718297005E0	3.723296821E-1	4.690597951E-2	4.733197248E0
1.622278104E1	-4.411999226E0	4.992514253E-1	1.808147877E-1	4.443836534E0
1.623273604E1	-3.977226973E0	5.690060258E-1	2.750369012E-1	4.027126463E0
1.624269104E1	-3.421505213E0	4.693707824E-1	2.420661598E-1	3.462022946E0
1.625264604E1	-2.787159443E0	1.566986293E-1	4.468172044E-2	2.791918458E0
1.626260104E1	-2.112331390E0	-2.304080725E-1	-2.292177379E-1	2.137188002E0
1.627255604E1	-1.367373347E0	-4.839295745E-1	-4.157428741E-1	1.508886954E0
1.628251004E1	-5.550549030E-1	-4.369682074E-1	-3.888376653E-1	8.063633732E-1
1.629246504E1	3.102641702E-1	-9.795075655E-2	-1.499110907E-1	3.582339196E-1
1.630242004E1	1.172799706E0	3.840286434E-1	2.443464398E-1	1.258031134E0
1.631237504E1	1.987727523E0	9.451603889E-1	6.741403937E-1	2.301924008E0
1.632233004E1	2.818716526E0	1.240859270E0	9.363400936E-1	3.218948175E0
1.633228504E1	3.795079947E0	9.741172791E-1	8.420333266E-1	4.007562401E0
1.634223904E1	5.048116684E0	3.100338280E-1	4.343947172E-1	5.076248792E0
1.635219404E1	6.428910732E0	-3.333592415E-1	2.944937162E-2	6.437615153E0
1.636214904E1	7.713382721E0	-8.522753716E-1	-6.579871476E-2	7.760604086E0
1.637210404E1	8.868976593E0	-1.151566744E0	1.237863973E-1	8.944281684E0
1.638205904E1	1.006648636E1	-1.341955066E0	4.407593906E-1	1.016510009E1
1.639201404E1	1.148764515E1	-1.179296136E0	8.422517180E-1	1.157869243E1
1.640196804E1	1.302898693E1	-9.378443956E-1	1.140588284E0	1.311239849E1
1.641192304E1	1.444855976E1	-7.605247498E-1	1.266709447E0	1.452390546E1
1.642187804E1	1.560003662E1	-4.109589458E-1	1.273396850E0	1.565731680E1
1.643183304E1	1.655896187E1	-3.899419680E-2	1.185608149E0	1.660139769E1
1.644178804E1	1.781535339E1	1.316195875E-1	9.289593101E-1	1.784004220E1
1.645174304E1	1.955510139E1	-9.716196656E-1	7.174611688E-1	1.959236550E1
1.646169704E1	2.122378349E1	-2.022735596E0	7.847847939E-1	2.133439318E1
1.647165204E1	2.232286072E1	-1.014439464E0	3.721562028E-1	2.234899770E1
1.648160704E1	2.246924973E1	-6.526112556E-1	2.023532391E-1	2.247963593E1
1.649156204E1	2.245419884E1	-6.319989562E-1	1.866328716E-1	2.246386654E1
1.650151704E1	2.245106888E1	-6.166535616E-1	1.728821397E-1	2.246020133E1
1.651147204E1	2.245366859E1	-6.058770418E-1	1.560949087E-1	2.246238380E1
1.652142604E1	2.246140099E1	-5.948198438E-1	1.465845108E-1	2.246975371E1
1.653138104E1	2.246655655E1	-5.890048742E-1	1.332532614E-1	2.247467122E1
1.654133604E1	2.245662498E1	-5.932658911E-1	1.223372221E-1	2.246479327E1
1.655129104E1	2.244715881E1	-6.015166640E-1	1.098645702E-1	2.245548555E1
1.656124604E1	2.241837692E1	-6.167760491E-1	9.904441237E-2	2.242707842E1
1.657120104E1	2.238051414E1	-6.293237805E-1	8.249073476E-2	2.238951242E1
1.658115504E1	2.233926010E1	-6.466364861E-1	6.521268934E-2	2.234871212E1
1.659111004E1	2.230191040E1	-6.678258777E-1	4.372017831E-2	2.231194995E1
1.660106504E1	2.226496506E1	-6.911674738E-1	2.263353579E-2	2.227570187E1
1.661102004E1	2.223010635E1	-7.206129432E-1	-4.849486984E-3	2.224178354E1
1.662097504E1	2.220068741E1	-7.575454116E-1	-3.355517983E-2	2.221363371E1
1.663093004E1	2.217522049E1	-8.019112945E-1	-7.260191441E-2	2.218983408E1
1.664088504E1	2.215675354E1	-8.382179737E-1	-1.144146845E-1	2.217289849E1
1.665083904E1	2.214063644E1	-8.820741177E-1	-1.620224118E-1	2.215879257E1
1.666079404E1	2.212800980E1	-9.305805564E-1	-2.190266103E-1	2.214865166E1
1.667074904E1	2.211368179E1	-9.864459634E-1	-2.778768837E-1	2.213741660E1
1.668070404E1	2.210259438E1	-1.058996320E0	-3.448773623E-1	2.213063695E1
1.669065904E1	2.209049988E1	-1.146286488E0	-4.239178598E-1	2.212428222E1
1.670061404E1	2.208540535E1	-1.253703713E0	-5.114573240E-1	2.212687260E1
1.671056804E1	2.207424164E1	-1.383630037E0	-6.150630713E-1	2.212611305E1
1.672052304E1	2.206306839E1	-1.528754711E0	-7.382541895E-1	2.212828726E1
1.673047804E1	2.204448318E1	-1.706641316E0	-8.789761662E-1	2.212791139E1
1.674043304E1	2.201919556E1	-1.919892430E0	-1.046678185E0	2.212750540E1
1.675038804E1	2.198604012E1	-2.167278528E0	-1.244418383E0	2.212762150E1
1.676034304E1	2.194006729E1	-2.461769104E0	-1.473655105E0	2.212687324E1
1.677029675E1	2.188459969E1	-2.805424213E0	-1.744246364E0	2.213252141E1
1.678025175E1	2.181296349E1	-3.207000494E0	-2.063319445E0	2.214379180E1
1.679020675E1	2.172271729E1	-3.682668686E0	-2.434704304E0	2.216678326E1
1.680016175E1	2.159875870E1	-4.237757683E0	-2.871712685E0	2.219711020E1
1.681011675E1	2.143514633E1	-4.881478310E0	-3.383059502E0	2.224273860E1
1.682007175E1	2.121660995E1	-5.627364159E0	-3.977216959E0	2.230762247E1
1.683002575E1	2.093058205E1	-6.483046532E0	-4.656796932E0	2.240100254E1
1.683998075E1	2.055389595E1	-7.465171814E0	-5.442681789E0	2.253473350E1
1.684993575E1	2.005890274E1	-8.581626892E0	-6.338551998E0	2.271962017E1
1.685989075E1	1.940383339E1	-9.830965042E0	-7.347783089E0	2.295967204E1
1.686984575E1	1.854454803E1	-1.121691513E1	-8.470135689E0	2.326934991E1
1.687980075E1	1.743221855E1	-1.271837807E1	-9.689564705E0	2.365432410E1
1.688975475E1	1.600811958E1	-1.430984116E1	-1.098679066E1	2.411930794E1
1.689970975E1	1.422282982E1	-1.592844772E1	-1.231088543E1	2.464877756E1
1.690966475E1	1.202903366E1	-1.749348259E1	-1.359574413E1	2.521039156E1
1.691961975E1	9.423055649E0	-1.889651108E1	-1.476178741E1	2.576397633E1
1.692957475E1	6.429320812E0	-2.000365257E1	-1.570129490E1	2.623000084E1
1.693952975E1	3.141865015E0	-2.070259476E1	-1.632028961E1	2.654845755E1
1.694948475E1	-2.944581807E-1	-2.089754677E1	-1.655736351E1	2.666346663E1
1.695943875E1	-3.722225189E0	-2.055581093E1	-1.637572670E1	2.654356322E1
1.696939375E1	-6.965758324E0	-1.971526909E1	-1.580818558E1	2.621282807E1
1.697934875E1	-9.910838127E0	-1.847229958E1	-1.492062187E1	2.573082822E1
1.698930375E1	-1.245517159E1	-1.694632912E1	-1.379932880E1	2.515414171E1
1.699925875E1	-1.456723881E1	-1.526473045E1	-1.255957508E1	2.455523098E1
1.700921375E1	-1.627181816E1	-1.355932713E1	-1.127561855E1	2.399514518E1
1.701916775E1	-1.760878754E1	-1.191481495E1	-1.002043915E1	2.350407230E1
1.702912275E1	-1.862523079E1	-1.039102840E1	-8.830638885E0	2.308360623E1
1.703907775E1	-1.937682533E1	-9.018574715E0	-7.737998962E0	2.273043506E1
1.704903275E1	-1.992027092E1	-7.793312073E0	-6.748638153E0	2.242982442E1
1.705898775E1	-2.031027222E1	-6.704656124E0	-5.861854553E0	2.217703565E1
1.706894275E1	-2.058426666E1	-5.742960930E0	-5.077291012E0	2.196525707E1
1.707889675E1	-2.076720810E1	-4.885678768E0	-4.390824318E0	2.178132520E1
1.708885175E1	-2.089595413E1	-4.130632401E0	-3.792548895E0	2.163530564E1
1.709880675E1	-2.096903610E1	-3.452894926E0	-3.282186270E0	2.150338822E1
1.710876175E1	-1.899700165E1	-6.217231750E0	-2.597884655E0	2.015661298E1
1.711871675E1	-1.123164558E1	-7.198826790E0	-4.160905838E0	1.397448057E1
