"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"	"Absolute (rad/s)"
3.349623750E-1	-3.228024840E-1	9.231626987E-1	-2.505517602E-1	1.009557822E0
3.449163750E-1	-3.191696405E-1	7.966923714E-1	-1.494872123E-1	8.711684227E-1
3.548713750E-1	-3.374865651E-1	6.066426635E-1	3.372852877E-2	6.950180691E-1
3.648263750E-1	-4.037212431E-1	3.808982372E-1	2.607877851E-1	6.132573506E-1
3.747813750E-1	-5.183792710E-1	1.644548178E-1	4.712896943E-1	7.196363190E-1
3.847353750E-1	-6.804741621E-1	-1.630617306E-2	6.359350681E-1	9.315172502E-1
3.946903750E-1	-8.555240631E-1	-2.485154122E-1	7.619389296E-1	1.172276531E0
4.046453750E-1	-9.999227524E-1	-4.855015874E-1	8.581395149E-1	1.404265192E0
4.145993750E-1	-1.088781953E0	-6.320304275E-1	9.167850018E-1	1.557370650E0
4.245543750E-1	-1.127697587E0	-6.693612933E-1	9.354646802E-1	1.610850880E0
4.345093750E-1	-1.108015299E0	-6.456767321E-1	9.097182751E-1	1.572317934E0
4.444633750E-1	-1.067147017E0	-6.112942696E-1	8.500996828E-1	1.495042779E0
4.544183750E-1	-1.049413919E0	-5.846042633E-1	7.192907333E-1	1.400146734E0
4.643733750E-1	-1.042161107E0	-6.941589713E-1	4.969847202E-1	1.347200899E0
4.743283750E-1	-1.024164915E0	-8.802486658E-1	2.043306679E-1	1.365833998E0
4.842823750E-1	-5.336172581E-1	-1.437860727E-1	5.599730182E-3	5.526781792E-1
4.942373750E-1	-1.216815561E-1	3.135626018E-1	-1.065116748E-1	3.528068072E-1
5.041923750E-1	-1.292891502E-1	-1.243786141E-2	-9.569071978E-2	1.613291623E-1
5.141463750E-1	-2.264147997E-1	-4.040346146E-1	-5.631592497E-2	4.665609442E-1
5.241013750E-1	-2.692227066E-1	-7.360740900E-1	-1.296442002E-1	7.944139666E-1
5.340563750E-1	-3.333775699E-1	-1.055232882E0	-3.062290549E-1	1.148230497E0
5.440113750E-1	-4.126881063E-1	-1.367128968E0	-4.876843393E-1	1.509035819E0
5.539653750E-1	-4.916183352E-1	-1.683251262E0	-6.271982789E-1	1.862364379E0
5.639203750E-1	-5.257179737E-1	-1.850355506E0	-6.900941133E-1	2.043630292E0
5.738753750E-1	-4.933041632E-1	-1.732365727E0	-7.325733900E-1	1.944506051E0
5.838293750E-1	-3.848791718E-1	-1.328713894E0	-7.318900228E-1	1.565016164E0
5.937843750E-1	-2.457374334E-1	-9.448461533E-1	-7.083553672E-1	1.206187575E0
6.037393750E-1	-3.280652314E-2	-8.165206909E-1	-7.632879019E-1	1.118208714E0
6.136933750E-1	2.260404974E-1	-1.021537781E0	-9.308145642E-1	1.400374770E0
6.236483750E-1	4.688560665E-1	-1.398247957E0	-1.155633807E0	1.873609580E0
6.336033750E-1	6.282890439E-1	-1.763572931E0	-1.336141109E0	2.300045580E0
6.435583750E-1	6.739702225E-1	-1.996591568E0	-1.381216764E0	2.519597885E0
6.535123750E-1	5.940817595E-1	-1.960325718E0	-1.233202219E0	2.390940771E0
6.634673750E-1	4.192723632E-1	-1.752219319E0	-9.751299620E-1	2.048643527E0
6.734223750E-1	2.086427063E-1	-1.427896976E0	-7.210225463E-1	1.613163063E0
6.833763750E-1	-7.056177408E-2	-1.051918268E0	-5.104253888E-1	1.171343282E0
6.933313750E-1	-4.020277858E-1	-7.585746050E-1	-4.072328210E-1	9.502106831E-1
7.032863750E-1	-6.968362927E-1	-5.722441673E-1	-4.101242125E-1	9.905786570E-1
7.132413750E-1	-8.818214536E-1	-4.659703076E-1	-4.617402256E-1	1.099063892E0
7.231953750E-1	-8.772378564E-1	-3.804114759E-1	-5.103458762E-1	1.083841345E0
7.331503750E-1	-6.120221019E-1	-1.905978918E-1	-4.598526955E-1	7.888999373E-1
7.431053750E-1	-1.407408714E-1	1.210377589E-1	-3.205323517E-1	3.704039963E-1
7.530593750E-1	3.853996396E-1	5.171143413E-1	-1.992495507E-1	6.750114870E-1
7.630106250E-1	8.518704176E-1	1.006483436E0	-1.254682690E-1	1.324550641E0
7.729656250E-1	1.174090028E0	1.439733744E0	-3.731662035E-2	1.858147781E0
7.829196250E-1	1.314401865E0	1.683135152E0	3.273889422E-2	2.135806180E0
7.928746250E-1	1.319278479E0	1.775093198E0	8.510009944E-2	2.213299255E0
8.028296250E-1	1.255378246E0	1.673874497E0	1.316811740E-1	2.096466147E0
8.127846250E-1	1.171242714E0	1.439258099E0	1.539021581E-1	1.861977240E0
8.227386250E-1	1.072132349E0	1.133697391E0	1.687687188E-1	1.569465013E0
8.326936250E-1	9.425299764E-1	7.893018126E-1	1.804984510E-1	1.242553741E0
8.426486250E-1	8.264400959E-1	5.284856558E-1	1.709238589E-1	9.957486058E-1
8.526026250E-1	6.947601438E-1	3.721279502E-1	1.100984961E-1	7.957968004E-1
8.625576250E-1	5.636785626E-1	2.055685371E-1	2.068952657E-2	6.003498996E-1
8.725126250E-1	4.639483988E-1	3.966112062E-2	-5.740215257E-2	4.691653529E-1
8.824676250E-1	3.849483728E-1	-7.411631197E-2	-1.062727496E-1	4.061679145E-1
8.924216250E-1	3.528280258E-1	-1.544942856E-1	-1.351002455E-1	4.081766485E-1
9.023766250E-1	3.482457697E-1	-2.128518671E-1	-1.221511513E-1	4.260304417E-1
9.123316250E-1	3.638460040E-1	-2.739861012E-1	-9.168399125E-2	4.646054805E-1
9.222856250E-1	3.654401898E-1	-4.004979730E-1	-6.243902817E-2	5.457506674E-1
9.322406250E-1	3.375600576E-1	-5.478637815E-1	-3.648764640E-2	6.445408163E-1
9.421956250E-1	2.984296978E-1	-6.325347424E-1	-1.691367663E-2	6.996045721E-1
9.521506250E-1	2.538212836E-1	-6.622976065E-1	-5.940707773E-2	7.117531626E-1
9.621046250E-1	1.609387249E-1	-7.140246630E-1	-2.685243189E-1	7.796395336E-1
9.720596250E-1	4.216696322E-2	-6.424884796E-1	-3.879523277E-1	7.517157094E-1
9.820146250E-1	-5.213157460E-2	-4.844101369E-1	-3.993259072E-1	6.299460787E-1
9.919686250E-1	-9.461294115E-2	-3.161999285E-1	-3.235495090E-1	4.621885851E-1
1.001923625E0	-8.733505011E-2	-2.113782018E-1	-2.100375891E-1	3.105220508E-1
1.011878625E0	-6.073686108E-2	-1.735941917E-1	-7.671896368E-2	1.992729512E-1
1.021833625E0	-3.562964499E-2	-1.693714857E-1	3.463871777E-2	1.765106584E-1
1.031787625E0	-2.022404596E-2	-1.277310401E-1	1.134292111E-1	1.720186518E-1
1.041742625E0	1.836036518E-2	-1.626762934E-2	1.507526189E-1	1.527353623E-1
1.051697625E0	9.153325111E-2	1.627595127E-1	1.469980776E-1	2.376498051E-1
1.061651625E0	1.908973902E-1	3.721343279E-1	1.226970106E-1	4.358673285E-1
1.071606625E0	2.696355283E-1	5.428138971E-1	1.020034701E-1	6.146177291E-1
1.081561625E0	3.158829212E-1	6.770656705E-1	9.502918273E-2	7.531470558E-1
1.091516625E0	3.427907228E-1	7.796010375E-1	1.010264829E-1	8.576069074E-1
1.101470625E0	3.523626626E-1	8.450269103E-1	1.146522760E-1	9.226998805E-1
1.111425625E0	3.346666694E-1	8.302048445E-1	1.363970935E-1	9.054534944E-1
1.121380625E0	2.868488133E-1	7.736107707E-1	1.561740041E-1	8.397298290E-1
1.131334625E0	2.101519108E-1	7.095013261E-1	1.782643944E-1	7.611400342E-1
1.141289625E0	1.243728250E-1	6.395027637E-1	1.932385415E-1	6.795391956E-1
1.151244625E0	4.372084886E-2	5.903386474E-1	1.863572299E-1	6.205966874E-1
1.161199625E0	-2.327389829E-2	5.600380301E-1	1.588422358E-1	5.825934478E-1
1.171153625E0	-7.781183720E-2	5.151615143E-1	1.206157506E-1	5.347842809E-1
1.181108625E0	-1.146694496E-1	4.588521719E-1	8.908285946E-2	4.812797047E-1
1.191063625E0	-1.384334415E-1	4.039325118E-1	6.210964918E-2	4.314891660E-1
1.201017625E0	-1.283517778E-1	3.520213664E-1	4.402678460E-2	3.772685767E-1
1.210972625E0	-8.574625850E-2	3.150918484E-1	3.196133301E-2	3.281109882E-1
1.220927625E0	-1.702045649E-2	2.623144090E-1	2.305146120E-2	2.638748093E-1
1.230882625E0	4.961392656E-2	1.781602651E-1	2.281680144E-2	1.863416974E-1
1.240836625E0	9.734176099E-2	6.633253396E-2	2.718944475E-2	1.208912296E-1
1.250791625E0	1.386835277E-1	-4.313855618E-2	4.045237601E-2	1.507662118E-1
1.260746625E0	1.657649428E-1	-1.412550062E-1	5.423156917E-2	2.244371986E-1
1.270700625E0	1.796415746E-1	-2.195169032E-1	6.292372942E-2	2.905480370E-1
1.280655625E0	1.807257384E-1	-2.764784694E-1	6.641326845E-2	3.369166941E-1
1.290610625E0	1.641710997E-1	-3.179345429E-1	6.275554001E-2	3.632805821E-1
1.300565625E0	1.340747178E-1	-3.364882469E-1	5.929929018E-2	3.670378401E-1
1.310519625E0	8.833345771E-2	-3.524237275E-1	5.628407747E-2	3.676590552E-1
1.320474625E0	3.938562050E-2	-3.671805263E-1	5.662336573E-2	3.736026921E-1
1.330429625E0	-7.941246964E-3	-3.751007915E-1	6.234902889E-2	3.803302099E-1
1.340383625E0	-5.898871645E-2	-3.743290305E-1	6.353627145E-2	3.842378815E-1
1.350338625E0	-1.091021597E-1	-3.642488122E-1	7.010176033E-2	3.866454904E-1
1.360293625E0	-1.449339241E-1	-3.442897499E-1	7.922814786E-2	3.818617206E-1
1.370248625E0	-1.734571159E-1	-3.317188919E-1	8.655948937E-2	3.842100200E-1
1.380202625E0	-1.985531449E-1	-3.228830397E-1	7.142208517E-2	3.857174133E-1
1.390157625E0	-2.264076918E-1	-2.971579731E-1	-3.584786784E-3	3.735989221E-1
1.400112625E0	-2.342893034E-1	-2.080211788E-1	-7.236464322E-2	3.215601501E-1
1.410066625E0	-2.386290878E-1	-1.186433211E-1	-1.158221588E-1	2.905767569E-1
1.420021625E0	-2.207249254E-1	-6.941505522E-2	-1.148210764E-1	2.583056758E-1
1.429976625E0	-1.710763574E-1	-5.299809575E-2	-6.838025153E-2	1.917075299E-1
1.439931625E0	-1.211484820E-1	-5.964641273E-2	8.891371079E-3	1.353281409E-1
1.449885625E0	-8.063079417E-2	-9.851659834E-2	8.400145173E-2	1.525224213E-1
1.459840625E0	-6.592215598E-2	-1.560635120E-1	1.402213126E-1	2.199171820E-1
1.469795625E0	-7.162092626E-2	-2.024756372E-1	1.542551368E-1	2.644250139E-1
1.479749625E0	-7.887911797E-2	-2.264800370E-1	1.323612779E-1	2.739244974E-1
1.489704625E0	-8.174958825E-2	-2.286492586E-1	8.513765037E-2	2.573167273E-1
1.499659625E0	-7.745310664E-2	-2.114929110E-1	4.574496672E-2	2.298278423E-1
1.509614625E0	-6.302298605E-2	-1.719071120E-1	1.358711813E-2	1.835989153E-1
1.519568625E0	-4.484957084E-2	-1.167040467E-1	-1.916739624E-3	1.250399633E-1
1.529523625E0	-2.471154369E-2	-5.628029257E-2	-1.267306134E-2	6.275936749E-2
1.539478625E0	-1.002554130E-2	-5.025627092E-3	-1.069832686E-2	1.549911622E-2
1.549432625E0	-2.132914029E-3	3.171935678E-2	-2.561320318E-3	3.189400066E-2
1.559387625E0	-8.268038742E-3	7.139646262E-2	9.602401406E-3	7.251221588E-2
1.569342625E0	-2.870468795E-2	1.136757210E-1	1.745954156E-2	1.185367633E-1
1.579297625E0	-5.730463937E-2	1.633641869E-1	2.076399140E-2	1.743640519E-1
1.589251625E0	-9.312880784E-2	2.114852965E-1	1.843833365E-2	2.318166897E-1
1.599206625E0	-1.260840893E-1	2.552208006E-1	1.890092343E-2	2.852930065E-1
1.609161625E0	-1.515537202E-1	2.752135694E-1	2.038549073E-2	3.148437821E-1
1.619115625E0	-1.826977879E-1	2.729429603E-1	2.504096366E-2	3.293985293E-1
1.629070625E0	-2.047903091E-1	2.524932921E-1	2.999674901E-2	3.264839019E-1
1.639025625E0	-2.215442508E-1	2.112805992E-1	2.414817922E-2	3.070903471E-1
1.648980625E0	-2.349772751E-1	1.717477888E-1	4.221394192E-3	2.910832234E-1
1.658934625E0	-2.489221245E-1	1.413313001E-1	-2.626327798E-2	2.874482914E-1
1.668889625E0	-2.576036453E-1	1.088040471E-1	-4.744026810E-2	2.836345145E-1
1.678844625E0	-2.744273543E-1	7.590335608E-2	-5.418445915E-2	2.898407285E-1
1.688799625E0	-2.886767387E-1	3.338666260E-2	-4.144177586E-2	2.935410525E-1
1.698753625E0	-3.118643463E-1	-1.527035236E-2	-1.586930640E-2	3.126409906E-1
1.708708625E0	-3.454627991E-1	-7.214435935E-2	1.743212715E-2	3.533457700E-1
1.718663625E0	-3.896292150E-1	-1.362234652E-1	5.816357955E-2	4.168342112E-1
1.728617625E0	-4.304069579E-1	-2.034287453E-1	8.325094730E-2	4.832847235E-1
1.738572625E0	-4.726694524E-1	-2.638566494E-1	8.799590170E-2	5.484341541E-1
1.748527625E0	-5.277158022E-1	-3.282438219E-1	9.836457670E-2	6.292086811E-1
1.758482917E0	-5.883599520E-1	-3.841704726E-1	1.102116480E-1	7.112671738E-1
1.768436917E0	-6.452651620E-1	-4.124911129E-1	1.179963797E-1	7.748801154E-1
1.778391917E0	-7.155033350E-1	-3.916196525E-1	1.228856742E-1	8.248708163E-1
1.788346917E0	-8.006258607E-1	-3.030919433E-1	1.337241083E-1	8.664575189E-1
1.798300917E0	-8.962240219E-1	-1.667791158E-1	1.504162699E-1	9.239360504E-1
1.808255917E0	-9.981071949E-1	-1.508473046E-2	1.937662214E-1	1.016853416E0
1.818210917E0	-1.092771411E0	1.340006143E-1	2.317306399E-1	1.125079824E0
1.828165917E0	-1.178337216E0	2.539618313E-1	2.617232502E-1	1.233480550E0
1.838119917E0	-1.269095302E0	3.525944054E-1	2.704869211E-1	1.344651953E0
1.848074917E0	-1.368410826E0	4.065831900E-1	2.522896826E-1	1.449657947E0
1.858029917E0	-1.480346441E0	4.222236574E-1	2.198864669E-1	1.555007544E0
1.867983917E0	-1.580653071E0	4.076394141E-1	2.089582831E-1	1.645690611E0
1.877938917E0	-1.632673740E0	4.079470336E-1	1.903177500E-1	1.693595339E0
1.887893917E0	-1.647055507E0	4.041765630E-1	1.727108657E-1	1.704693397E0
1.897848917E0	-1.649996161E0	3.663820624E-1	1.481607854E-1	1.696665779E0
1.907802917E0	-1.632345796E0	3.430054486E-1	1.271265149E-1	1.672831936E0
1.917757917E0	-1.601420283E0	3.567763865E-1	1.058726311E-1	1.644094075E0
1.927712917E0	-1.593130946E0	3.092175126E-1	6.907506287E-2	1.624331569E0
1.937666917E0	-1.629649043E0	1.921242028E-1	2.773002163E-2	1.641169299E0
1.947621917E0	-1.701192021E0	7.178948075E-2	-5.710181780E-3	1.702715663E0
1.957576917E0	-1.820742369E0	-7.102812827E-2	-1.972959377E-2	1.822234075E0
1.967531917E0	-1.932853580E0	-2.082850337E-1	-8.729829453E-3	1.944063226E0
1.977485917E0	-2.014965773E0	-3.433626890E-1	1.962138340E-2	2.044106162E0
1.987440917E0	-2.033289194E0	-5.158784389E-1	5.103807151E-2	2.098332766E0
1.997395917E0	-1.993391395E0	-6.449925303E-1	5.371907353E-2	2.095831662E0
2.007350917E0	-1.906934381E0	-6.985716224E-1	3.023605607E-2	2.031087212E0
2.017304917E0	-1.785992026E0	-6.790466905E-1	-1.537830010E-2	1.910787382E0
2.027259917E0	-1.668449283E0	-5.970221162E-1	-5.087937415E-2	1.772779492E0
2.037214917E0	-1.549857020E0	-4.965640008E-1	-5.625629798E-2	1.628434021E0
2.047168917E0	-1.442468166E0	-3.810942471E-1	-2.713169344E-2	1.492207548E0
2.057123917E0	-1.338736653E0	-2.178203911E-1	1.636837982E-2	1.356440000E0
2.067078917E0	-1.239610076E0	-8.863765001E-2	5.766603723E-2	1.244112192E0
2.077033917E0	-1.145920634E0	-5.181732029E-2	6.163281575E-2	1.148746159E0
2.086987917E0	-1.062528729E0	-6.565468758E-2	3.789949417E-2	1.065229652E0
2.096942917E0	-9.767501950E-1	-1.258919239E-1	2.030976582E-3	9.848318866E-1
2.106897917E0	-8.789080977E-1	-2.036647052E-1	-3.655719757E-2	9.029369774E-1
2.116851917E0	-7.688550949E-1	-2.061329335E-1	-5.898793787E-2	7.981907792E-1
2.126806917E0	-6.416598558E-1	-1.101440042E-1	-6.363562495E-2	6.541472044E-1
2.136761917E0	-5.346087813E-1	1.012065858E-1	-3.779789805E-2	5.454154409E-1
2.146716917E0	-4.711785913E-1	3.309492171E-1	2.186159045E-2	5.762070620E-1
2.156670917E0	-4.462042749E-1	4.876328111E-1	9.071948379E-2	6.671686729E-1
2.166625917E0	-4.479575157E-1	5.071851611E-1	1.424117535E-1	6.915083738E-1
2.176580917E0	-4.658507705E-1	3.863008618E-1	1.782938540E-1	6.308993538E-1
2.186534917E0	-5.033237934E-1	1.957624704E-1	1.965854764E-1	5.747204845E-1
2.196489917E0	-5.607860088E-1	4.621878266E-2	2.000731528E-1	5.971987860E-1
2.206444917E0	-6.265163422E-1	-2.031984739E-2	1.783357263E-1	6.517202271E-1
2.216399917E0	-6.934804320E-1	-8.727640845E-3	1.329645067E-1	7.061662987E-1
2.226353917E0	-7.237268686E-1	9.241672233E-3	8.941754699E-2	7.292883426E-1
2.236308917E0	-7.234594822E-1	-1.238213107E-2	7.190433145E-2	7.271294056E-1
2.246263917E0	-7.120952606E-1	-7.080067694E-2	9.575171769E-2	7.219839247E-1
2.256218917E0	-6.873078942E-1	-1.575081348E-1	1.261740625E-1	7.163245410E-1
2.266172917E0	-6.770898104E-1	-2.699305713E-1	1.219223365E-1	7.390386869E-1
2.276127917E0	-6.981614828E-1	-3.933827281E-1	8.127237856E-2	8.054716794E-1
2.286082917E0	-7.690899968E-1	-4.790900946E-1	1.127217337E-2	9.061753714E-1
2.296036917E0	-8.695657253E-1	-5.070087910E-1	-6.640903652E-2	1.008767875E0
2.305991917E0	-9.861873984E-1	-5.017753839E-1	-1.389531940E-1	1.115191513E0
2.315946917E0	-1.079441786E0	-4.629963040E-1	-1.849012375E-1	1.189011612E0
2.325901917E0	-1.134060383E0	-3.820061088E-1	-1.885766387E-1	1.211438305E0
2.335855917E0	-1.149056077E0	-2.503109574E-1	-1.428493708E-1	1.184648212E0
2.345810917E0	-1.128493309E0	-7.401009649E-2	-7.368801534E-2	1.133315740E0
2.355765917E0	-1.079119325E0	1.146628857E-1	-2.579452842E-2	1.085500554E0
2.365719917E0	-9.926602840E-1	2.667047381E-1	-2.048122883E-2	1.028068742E0
2.375674917E0	-8.961017728E-1	3.684587777E-1	-5.157123879E-2	9.702679273E-1
2.385629917E0	-8.011631370E-1	3.967238069E-1	-8.368079364E-2	8.979168259E-1
2.395584917E0	-6.795714498E-1	3.450537026E-1	-9.079462290E-2	7.675435340E-1
2.405538917E0	-5.375379920E-1	2.910062373E-1	-8.138599992E-2	6.166485255E-1
2.415493917E0	-3.957738876E-1	2.540287673E-1	-1.043674797E-1	4.817262247E-1
2.425448917E0	-2.339494377E-1	2.768731415E-1	-1.283893883E-1	3.845450701E-1
2.435402917E0	-1.729036681E-2	3.746271431E-1	-1.251935959E-1	3.953705725E-1
2.445357917E0	2.567498684E-1	5.476955175E-1	-8.361323178E-2	6.106406860E-1
2.455312917E0	5.843935013E-1	7.471979856E-1	3.074023686E-2	9.490866959E-1
2.465267917E0	9.688174129E-1	8.862003088E-1	1.492560506E-1	1.321452056E0
2.475221917E0	1.364555478E0	1.001268506E0	2.278456688E-1	1.707765769E0
2.485176917E0	1.783972502E0	1.051987290E0	2.590488791E-1	2.087185058E0
2.495131917E0	2.253305435E0	8.913770914E-1	2.414051741E-1	2.435203269E0
2.505086917E0	2.771482944E0	5.190501213E-1	1.801601946E-1	2.825418276E0
2.515040917E0	3.373170376E0	-2.672748454E-2	8.056569099E-2	3.374238221E0
2.524995917E0	4.128455162E0	-6.560907364E-1	-4.855201393E-2	4.180544746E0
2.534950917E0	5.096283436E0	-1.156017780E0	-1.142529920E-1	5.227000642E0
2.544904917E0	6.229359627E0	-1.518308878E0	-3.014309891E-2	6.411793182E0
2.554859917E0	7.470650673E0	-1.677990198E0	2.044560909E-1	7.659508788E0
2.564814917E0	8.608153343E0	-1.650855303E0	3.584969640E-1	8.772351297E0
2.574769917E0	9.597704887E0	-1.273332238E0	3.611696959E-1	9.688537436E0
2.584723917E0	1.058676338E1	-5.829070210E-1	3.479166031E-1	1.060850534E1
2.594678917E0	1.148196316E1	-1.808464155E-2	4.834864140E-1	1.149215228E1
2.604633917E0	1.228538609E1	2.154046297E-1	7.514589429E-1	1.231023156E1
2.614587917E0	1.309390831E1	2.426008284E-1	9.636337757E-1	1.313156046E1
2.624542917E0	1.388481045E1	1.990948915E-1	9.698824883E-1	1.392006724E1
2.634497917E0	1.469796562E1	3.643661439E-1	7.753508687E-1	1.472291157E1
2.644452917E0	1.553362083E1	6.243928075E-1	5.131518245E-1	1.555463170E1
2.654406917E0	1.641956902E1	1.160418987E0	-5.229482055E-2	1.646060611E1
2.664361917E0	1.725926781E1	1.078599453E0	-1.460964829E-1	1.729355505E1
2.674316917E0	1.745968056E1	1.271838069E0	4.885543883E-2	1.750601051E1
2.684271917E0	1.743821335E1	1.281478047E0	2.188319117E-1	1.748660511E1
2.694225917E0	1.742805099E1	1.317826152E0	3.921467066E-1	1.748220256E1
2.704180917E0	1.742138290E1	1.383069873E0	5.673872232E-1	1.748540514E1
2.714135917E0	1.741699028E1	1.473698854E0	7.495011091E-1	1.749528767E1
2.724089917E0	1.740708542E1	1.591901779E0	9.429845810E-1	1.750514193E1
2.734044917E0	1.739803314E1	1.739768147E0	1.150994539E0	1.752264646E1
2.743999917E0	1.737331581E1	1.927451253E0	1.374443412E0	1.753386054E1
2.753954917E0	1.734078407E1	2.157018661E0	1.618603945E0	1.754922792E1
2.763912625E0	1.729753113E1	2.431223392E0	1.888028622E0	1.756929374E1
2.773867625E0	1.723317337E1	2.736865282E0	2.186787605E0	1.758564005E1
2.783822625E0	1.713969803E1	3.089444160E0	2.516469002E0	1.759677612E1
2.793777625E0	1.702615356E1	3.489546776E0	2.875877857E0	1.761639905E1
2.803731625E0	1.689149094E1	3.947368860E0	3.274458170E0	1.765293922E1
2.813686625E0	1.672301865E1	4.466459274E0	3.714835644E0	1.770335039E1
2.823641625E0	1.651122475E1	5.052240849E0	4.205197334E0	1.777158870E1
2.833595625E0	1.624799728E1	5.708691597E0	4.745602608E0	1.786357522E1
2.843550625E0	1.592633438E1	6.440558434E0	5.335589409E0	1.798881414E1
2.853505625E0	1.552568436E1	7.247161865E0	5.982942581E0	1.814838372E1
2.863460625E0	1.502993107E1	8.127474785E0	6.680451393E0	1.834620138E1
2.873414625E0	1.442002869E1	9.076149940E0	7.429181099E0	1.858780398E1
2.883369625E0	1.366368389E1	1.008644485E1	8.219023705E0	1.886756418E1
2.893324625E0	1.274411869E1	1.113435555E1	9.032845497E0	1.918277176E1
2.903278625E0	1.163154793E1	1.219730854E1	9.853701591E0	1.952338797E1
2.913233625E0	1.031797600E1	1.324265194E1	1.065417290E1	1.988315516E1
2.923188625E0	8.786833763E0	1.422224426E1	1.139390564E1	2.023120770E1
2.933143625E0	7.052899837E0	1.508794308E1	1.204316616E1	2.055303563E1
2.943097625E0	5.132275105E0	1.579444122E1	1.255556488E1	2.081938594E1
2.953052625E0	3.068711758E0	1.628507423E1	1.290402126E1	2.100319974E1
2.963007625E0	9.195169806E-1	1.652747726E1	1.305529213E1	2.108183267E1
2.972962625E0	-1.245978117E0	1.650866508E1	1.299374294E1	2.104580338E1
2.982916625E0	-3.369674444E0	1.622917175E1	1.273727417E1	2.090403968E1
2.992871625E0	-5.381041527E0	1.571219921E1	1.229870510E1	2.066608234E1
3.002826625E0	-7.232395172E0	1.499126816E1	1.170837498E1	2.035022618E1
3.012780625E0	-8.891981125E0	1.412892056E1	1.100721169E1	1.999631050E1
3.022735625E0	-1.034229469E1	1.317322826E1	1.023053074E1	1.962551303E1
3.032690625E0	-1.158752537E1	1.216430855E1	9.420341492E0	1.926094443E1
3.042645625E0	-1.263596058E1	1.113928413E1	8.602153778E0	1.891423275E1
3.052599625E0	-1.349732113E1	1.013673973E1	7.808125973E0	1.859833329E1
3.062554625E0	-1.420253181E1	9.172700882E0	7.049960136E0	1.831808640E1
3.072509625E0	-1.477179337E1	8.262296677E0	6.334661007E0	1.807206008E1
3.082464625E0	-1.522262478E1	7.417787075E0	5.677830219E0	1.786028069E1
3.092418625E0	-1.558060455E1	6.636264801E0	5.079358101E0	1.768035994E1
